Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total,Trimestre_Label
2024-01-01,2,BUENOS AIRES,4983480,5900.0,4989380,Q2
2024-01-01,2,BUENOS AIRES,1461549,2050.0,1463599,Q2
2024-01-01,2,CATAMARCA,75073,1.0,75074,Q2
2024-01-01,2,CHACO,147087,5.0,147092,Q2
2024-01-01,2,CHUBUT,173366,857.0,174223,Q2
2024-01-01,2,CÓRDOBA,1085711,63.0,1085774,Q2
2024-01-01,2,CORRIENTES,156472,3.0,156475,Q2
2024-01-01,2,ENTRE RÍOS,294291,20.0,294311,Q2
2024-01-01,2,FORMOSA,62950,0.0,62950,Q2
2024-01-01,2,JUJUY,119684,0.0,119684,Q2
2024-01-01,2,LA PAMPA,123101,162.0,123263,Q2
2024-01-01,2,LA RIOJA,87477,4.0,87481,Q2
2024-01-01,2,MENDOZA,300923,730.0,301653,Q2
2024-01-01,2,MISIONES,206554,0.0,206554,Q2
2024-01-01,2,NEUQUÉN,163103,439.0,163542,Q2
2024-01-01,2,RÍO NEGRO,171526,515.0,172041,Q2
2024-01-01,2,SALTA,201336,5.0,201341,Q2
2024-01-01,2,SAN JUAN,105743,247.0,105990,Q2
2024-01-01,2,SAN LUIS,157444,165.0,157609,Q2
2024-01-01,2,SANTA CRUZ,83274,187.0,83461,Q2
2024-01-01,2,SANTA FE,930867,106.0,930973,Q2
2024-01-01,2,SANTIAGO DEL ESTERO,125312,2.0,125314,Q2
2024-01-01,2,TIERRA DEL FUEGO,61104,305.0,61409,Q2
2024-01-01,2,TUCUMÁN,266887,27.0,266914,Q2
2024-01-01,1,BUENOS AIRES,5038657,5900.0,5044557,Q1
2024-01-01,1,BUENOS AIRES,1502661,2050.0,1504711,Q1
2024-01-01,1,CATAMARCA,74932,1.0,74933,Q1
2024-01-01,1,CHACO,155538,5.0,155543,Q1
2024-01-01,1,CHUBUT,169819,857.0,170676,Q1
2024-01-01,1,CÓRDOBA,1082136,63.0,1082199,Q1
2024-01-01,1,CORRIENTES,157891,3.0,157894,Q1
2024-01-01,1,ENTRE RÍOS,296532,20.0,296552,Q1
2024-01-01,1,FORMOSA,62718,0.0,62718,Q1
2024-01-01,1,JUJUY,118053,0.0,118053,Q1
2024-01-01,1,LA PAMPA,122033,162.0,122195,Q1
2024-01-01,1,LA RIOJA,87778,4.0,87782,Q1
2024-01-01,1,MENDOZA,301867,730.0,302597,Q1
2024-01-01,1,MISIONES,202556,0.0,202556,Q1
2024-01-01,1,NEUQUÉN,163807,439.0,164246,Q1
2024-01-01,1,RÍO NEGRO,170504,515.0,171019,Q1
2024-01-01,1,SALTA,202856,5.0,202861,Q1
2024-01-01,1,SAN JUAN,106419,247.0,106666,Q1
2024-01-01,1,SAN LUIS,155925,165.0,156090,Q1
2024-01-01,1,SANTA CRUZ,80021,187.0,80208,Q1
2024-01-01,1,SANTA FE,918482,106.0,918588,Q1
2024-01-01,1,SANTIAGO DEL ESTERO,124360,2.0,124362,Q1
2024-01-01,1,TIERRA DEL FUEGO,61250,305.0,61555,Q1
2024-01-01,1,TUCUMÁN,264568,27.0,264595,Q1
2023-01-01,4,BUENOS AIRES,5005720,5900.0,5011620,Q4
2023-01-01,4,BUENOS AIRES,1472317,2050.0,1474367,Q4
2023-01-01,4,CATAMARCA,74586,1.0,74587,Q4
2023-01-01,4,CHACO,147381,5.0,147386,Q4
2023-01-01,4,CHUBUT,169313,857.0,170170,Q4
2023-01-01,4,CÓRDOBA,1079239,63.0,1079302,Q4
2023-01-01,4,CORRIENTES,159469,3.0,159472,Q4
2023-01-01,4,ENTRE RÍOS,298617,20.0,298637,Q4
2023-01-01,4,FORMOSA,62002,0.0,62002,Q4
2023-01-01,4,JUJUY,118020,0.0,118020,Q4
2023-01-01,4,LA PAMPA,121164,162.0,121326,Q4
2023-01-01,4,LA RIOJA,87717,4.0,87721,Q4
2023-01-01,4,MENDOZA,298621,730.0,299351,Q4
2023-01-01,4,MISIONES,200333,0.0,200333,Q4
2023-01-01,4,NEUQUÉN,164188,439.0,164627,Q4
2023-01-01,4,RÍO NEGRO,167902,515.0,168417,Q4
2023-01-01,4,SALTA,204727,5.0,204732,Q4
2023-01-01,4,SAN JUAN,102963,247.0,103210,Q4
2023-01-01,4,SAN LUIS,154520,165.0,154685,Q4
2023-01-01,4,SANTA CRUZ,86844,187.0,87031,Q4
2023-01-01,4,SANTA FE,909395,106.0,909501,Q4
2023-01-01,4,SANTIAGO DEL ESTERO,123228,2.0,123230,Q4
2023-01-01,4,TIERRA DEL FUEGO,61294,305.0,61599,Q4
2023-01-01,4,TUCUMÁN,266308,27.0,266335,Q4
2023-01-01,3,BUENOS AIRES,4962337,5900.0,4968237,Q3
2023-01-01,3,BUENOS AIRES,1465934,2050.0,1467984,Q3
2023-01-01,3,CATAMARCA,74354,1.0,74355,Q3
2023-01-01,3,CHACO,142141,5.0,142146,Q3
2023-01-01,3,CHUBUT,167211,857.0,168068,Q3
2023-01-01,3,CÓRDOBA,1069271,63.0,1069334,Q3
2023-01-01,3,CORRIENTES,159826,3.0,159829,Q3
2023-01-01,3,ENTRE RÍOS,293273,20.0,293293,Q3
2023-01-01,3,FORMOSA,61314,0.0,61314,Q3
2023-01-01,3,JUJUY,117377,0.0,117377,Q3
2023-01-01,3,LA PAMPA,119759,162.0,119921,Q3
2023-01-01,3,LA RIOJA,87697,4.0,87701,Q3
2023-01-01,3,MENDOZA,297292,730.0,298022,Q3
2023-01-01,3,MISIONES,197135,0.0,197135,Q3
2023-01-01,3,NEUQUÉN,163834,439.0,164273,Q3
2023-01-01,3,RÍO NEGRO,162970,515.0,163485,Q3
2023-01-01,3,SALTA,206228,5.0,206233,Q3
2023-01-01,3,SAN JUAN,103483,247.0,103730,Q3
2023-01-01,3,SAN LUIS,148751,165.0,148916,Q3
2023-01-01,3,SANTA CRUZ,47800,187.0,47987,Q3
2023-01-01,3,SANTA FE,900246,106.0,900352,Q3
2023-01-01,3,SANTIAGO DEL ESTERO,121926,2.0,121928,Q3
2023-01-01,3,TIERRA DEL FUEGO,58426,305.0,58731,Q3
2023-01-01,3,TUCUMÁN,266530,27.0,266557,Q3
2023-01-01,2,BUENOS AIRES,4879442,6046.0,4885488,Q2
2023-01-01,2,BUENOS AIRES,1455578,2100.0,1457678,Q2
2023-01-01,2,CATAMARCA,72989,1.0,72990,Q2
2023-01-01,2,CHACO,141850,5.0,141855,Q2
2023-01-01,2,CHUBUT,163078,883.0,163961,Q2
2023-01-01,2,CÓRDOBA,1067686,65.0,1067751,Q2
2023-01-01,2,CORRIENTES,158290,4.0,158294,Q2
2023-01-01,2,ENTRE RÍOS,273927,20.0,273947,Q2
2023-01-01,2,FORMOSA,60350,0.0,60350,Q2
2023-01-01,2,JUJUY,117442,0.0,117442,Q2
2023-01-01,2,LA PAMPA,118744,166.0,118910,Q2
2023-01-01,2,LA RIOJA,86968,4.0,86972,Q2
2023-01-01,2,MENDOZA,296921,755.0,297676,Q2
2023-01-01,2,MISIONES,195471,0.0,195471,Q2
2023-01-01,2,NEUQUÉN,161289,457.0,161746,Q2
2023-01-01,2,RÍO NEGRO,162848,531.0,163379,Q2
2023-01-01,2,SALTA,205323,5.0,205328,Q2
2023-01-01,2,SAN JUAN,97189,260.0,97449,Q2
2023-01-01,2,SAN LUIS,140575,173.0,140748,Q2
2023-01-01,2,SANTA CRUZ,48410,192.0,48602,Q2
2023-01-01,2,SANTA FE,895706,108.0,895814,Q2
2023-01-01,2,SANTIAGO DEL ESTERO,117807,2.0,117809,Q2
2023-01-01,2,TIERRA DEL FUEGO,58325,310.0,58635,Q2
2023-01-01,2,TUCUMÁN,263573,29.0,263602,Q2
2023-01-01,1,BUENOS AIRES,4814729,6199.0,4820928,Q1
2023-01-01,1,BUENOS AIRES,1546584,2145.0,1548729,Q1
2023-01-01,1,CATAMARCA,71491,1.0,71492,Q1
2023-01-01,1,CHACO,142437,5.0,142442,Q1
2023-01-01,1,CHUBUT,169149,904.0,170053,Q1
2023-01-01,1,CÓRDOBA,1049904,68.0,1049972,Q1
2023-01-01,1,CORRIENTES,157016,4.0,157020,Q1
2023-01-01,1,ENTRE RÍOS,274856,22.0,274878,Q1
2023-01-01,1,FORMOSA,60985,0.0,60985,Q1
2023-01-01,1,JUJUY,117981,0.0,117981,Q1
2023-01-01,1,LA PAMPA,116333,171.0,116504,Q1
2023-01-01,1,LA RIOJA,86401,4.0,86405,Q1
2023-01-01,1,MENDOZA,292242,777.0,293019,Q1
2023-01-01,1,MISIONES,190685,0.0,190685,Q1
2023-01-01,1,NEUQUÉN,159944,468.0,160412,Q1
2023-01-01,1,RÍO NEGRO,163783,548.0,164331,Q1
2023-01-01,1,SALTA,205421,5.0,205426,Q1
2023-01-01,1,SAN JUAN,101486,281.0,101767,Q1
2023-01-01,1,SAN LUIS,135281,182.0,135463,Q1
2023-01-01,1,SANTA CRUZ,50163,198.0,50361,Q1
2023-01-01,1,SANTA FE,886164,110.0,886274,Q1
2023-01-01,1,SANTIAGO DEL ESTERO,118553,2.0,118555,Q1
2023-01-01,1,TIERRA DEL FUEGO,56801,312.0,57113,Q1
2023-01-01,1,TUCUMÁN,261070,30.0,261100,Q1
2022-01-01,4,BUENOS AIRES,4788466,6199.0,4794665,Q4
2022-01-01,4,BUENOS AIRES,1549781,2145.0,1551926,Q4
2022-01-01,4,CATAMARCA,70908,1.0,70909,Q4
2022-01-01,4,CHACO,143658,5.0,143663,Q4
2022-01-01,4,CHUBUT,167855,904.0,168759,Q4
2022-01-01,4,CÓRDOBA,1049592,68.0,1049660,Q4
2022-01-01,4,CORRIENTES,155449,4.0,155453,Q4
2022-01-01,4,ENTRE RÍOS,270952,22.0,270974,Q4
2022-01-01,4,FORMOSA,61840,0.0,61840,Q4
2022-01-01,4,JUJUY,118218,0.0,118218,Q4
2022-01-01,4,LA PAMPA,113993,171.0,114164,Q4
2022-01-01,4,LA RIOJA,86258,4.0,86262,Q4
2022-01-01,4,MENDOZA,291327,777.0,292104,Q4
2022-01-01,4,MISIONES,186269,0.0,186269,Q4
2022-01-01,4,NEUQUÉN,159712,468.0,160180,Q4
2022-01-01,4,RÍO NEGRO,161544,548.0,162092,Q4
2022-01-01,4,SALTA,205855,5.0,205860,Q4
2022-01-01,4,SAN JUAN,103545,281.0,103826,Q4
2022-01-01,4,SAN LUIS,135028,192.0,135220,Q4
2022-01-01,4,SANTA CRUZ,50005,198.0,50203,Q4
2022-01-01,4,SANTA FE,887581,110.0,887691,Q4
2022-01-01,4,SANTIAGO DEL ESTERO,119492,2.0,119494,Q4
2022-01-01,4,TIERRA DEL FUEGO,54948,312.0,55260,Q4
2022-01-01,4,TUCUMÁN,263392,30.0,263422,Q4
2022-01-01,3,BUENOS AIRES,4715469,6199.0,4721668,Q3
2022-01-01,3,BUENOS AIRES,1545534,2145.0,1547679,Q3
2022-01-01,3,CATAMARCA,70292,1.0,70293,Q3
2022-01-01,3,CHACO,144141,5.0,144146,Q3
2022-01-01,3,CHUBUT,164874,904.0,165778,Q3
2022-01-01,3,CÓRDOBA,1038600,68.0,1038668,Q3
2022-01-01,3,CORRIENTES,144842,4.0,144846,Q3
2022-01-01,3,ENTRE RÍOS,268937,22.0,268959,Q3
2022-01-01,3,FORMOSA,68537,1.0,68538,Q3
2022-01-01,3,JUJUY,118823,0.0,118823,Q3
2022-01-01,3,LA PAMPA,115921,171.0,116092,Q3
2022-01-01,3,LA RIOJA,86860,4.0,86864,Q3
2022-01-01,3,MENDOZA,288746,777.0,289523,Q3
2022-01-01,3,MISIONES,182157,0.0,182157,Q3
2022-01-01,3,NEUQUÉN,162693,468.0,163161,Q3
2022-01-01,3,RÍO NEGRO,160010,548.0,160558,Q3
2022-01-01,3,SALTA,204536,5.0,204541,Q3
2022-01-01,3,SAN JUAN,103118,281.0,103399,Q3
2022-01-01,3,SAN LUIS,121888,182.0,122070,Q3
2022-01-01,3,SANTA CRUZ,49312,198.0,49510,Q3
2022-01-01,3,SANTA FE,887700,110.0,887810,Q3
2022-01-01,3,SANTIAGO DEL ESTERO,119030,2.0,119032,Q3
2022-01-01,3,TIERRA DEL FUEGO,53584,312.0,53896,Q3
2022-01-01,3,TUCUMÁN,263087,30.0,263117,Q3
2022-01-01,2,BUENOS AIRES,4660984,6199.0,4667183,Q2
2022-01-01,2,BUENOS AIRES,1534626,2145.0,1536771,Q2
2022-01-01,2,CATAMARCA,67007,1.0,67008,Q2
2022-01-01,2,CHACO,143559,5.0,143564,Q2
2022-01-01,2,CHUBUT,161901,904.0,162805,Q2
2022-01-01,2,CÓRDOBA,1026367,68.0,1026435,Q2
2022-01-01,2,CORRIENTES,144993,4.0,144997,Q2
2022-01-01,2,ENTRE RÍOS,269330,22.0,269352,Q2
2022-01-01,2,FORMOSA,67881,0.0,67881,Q2
2022-01-01,2,JUJUY,115314,0.0,115314,Q2
2022-01-01,2,LA PAMPA,111356,171.0,111527,Q2
2022-01-01,2,LA RIOJA,86026,4.0,86030,Q2
2022-01-01,2,MENDOZA,278785,777.0,279562,Q2
2022-01-01,2,MISIONES,178813,0.0,178813,Q2
2022-01-01,2,NEUQUÉN,161500,468.0,161968,Q2
2022-01-01,2,RÍO NEGRO,159216,548.0,159764,Q2
2022-01-01,2,SALTA,203172,5.0,203177,Q2
2022-01-01,2,SAN JUAN,100126,281.0,100407,Q2
2022-01-01,2,SAN LUIS,121559,182.0,121741,Q2
2022-01-01,2,SANTA CRUZ,48987,198.0,49185,Q2
2022-01-01,2,SANTA FE,878749,110.0,878859,Q2
2022-01-01,2,SANTIAGO DEL ESTERO,118042,2.0,118044,Q2
2022-01-01,2,TIERRA DEL FUEGO,53458,312.0,53770,Q2
2022-01-01,2,TUCUMÁN,254497,30.0,254527,Q2
2022-01-01,1,BUENOS AIRES,4549131,6293.0,4555424,Q1
2022-01-01,1,BUENOS AIRES,1415378,2163.0,1417541,Q1
2022-01-01,1,CATAMARCA,62377,1.0,62378,Q1
2022-01-01,1,CHACO,144114,5.0,144119,Q1
2022-01-01,1,CHUBUT,170701,927.0,171628,Q1
2022-01-01,1,CÓRDOBA,1003729,74.0,1003803,Q1
2022-01-01,1,CORRIENTES,142574,4.0,142578,Q1
2022-01-01,1,ENTRE RÍOS,267904,22.0,267926,Q1
2022-01-01,1,FORMOSA,54548,0.0,54548,Q1
2022-01-01,1,JUJUY,116509,0.0,116509,Q1
2022-01-01,1,LA PAMPA,109560,172.0,109732,Q1
2022-01-01,1,LA RIOJA,84299,4.0,84303,Q1
2022-01-01,1,MENDOZA,274399,786.0,275185,Q1
2022-01-01,1,MISIONES,171508,0.0,171508,Q1
2022-01-01,1,NEUQUÉN,149208,471.0,149679,Q1
2022-01-01,1,RÍO NEGRO,156821,553.0,157374,Q1
2022-01-01,1,SALTA,197510,5.0,197515,Q1
2022-01-01,1,SAN JUAN,87888,290.0,88178,Q1
2022-01-01,1,SAN LUIS,119659,185.0,119844,Q1
2022-01-01,1,SANTA CRUZ,48898,204.0,49102,Q1
2022-01-01,1,SANTA FE,870364,115.0,870479,Q1
2022-01-01,1,SANTIAGO DEL ESTERO,116459,2.0,116461,Q1
2022-01-01,1,TIERRA DEL FUEGO,52298,313.0,52611,Q1
2022-01-01,1,TUCUMÁN,245554,30.0,245584,Q1
2021-01-01,4,BUENOS AIRES,4502772,6385.0,4509157,Q4
2021-01-01,4,BUENOS AIRES,1409935,2184.0,1412119,Q4
2021-01-01,4,CATAMARCA,59089,1.0,59090,Q4
2021-01-01,4,CHACO,143740,5.0,143745,Q4
2021-01-01,4,CHUBUT,159364,944.0,160308,Q4
2021-01-01,4,CÓRDOBA,986693,77.0,986770,Q4
2021-01-01,4,CORRIENTES,135908,4.0,135912,Q4
2021-01-01,4,ENTRE RÍOS,265024,22.0,265046,Q4
2021-01-01,4,FORMOSA,53663,0.0,53663,Q4
2021-01-01,4,JUJUY,113915,0.0,113915,Q4
2021-01-01,4,LA PAMPA,106834,173.0,107007,Q4
2021-01-01,4,LA RIOJA,83124,4.0,83128,Q4
2021-01-01,4,MENDOZA,266783,804.0,267587,Q4
2021-01-01,4,MISIONES,171132,0.0,171132,Q4
2021-01-01,4,NEUQUÉN,146989,477.0,147466,Q4
2021-01-01,4,RÍO NEGRO,153189,564.0,153753,Q4
2021-01-01,4,SALTA,199399,6.0,199405,Q4
2021-01-01,4,SAN JUAN,79667,291.0,79958,Q4
2021-01-01,4,SAN LUIS,118662,187.0,118849,Q4
2021-01-01,4,SANTA CRUZ,48276,210.0,48486,Q4
2021-01-01,4,SANTA FE,866265,176.0,866441,Q4
2021-01-01,4,SANTIAGO DEL ESTERO,115859,2.0,115861,Q4
2021-01-01,4,TIERRA DEL FUEGO,52042,315.0,52357,Q4
2021-01-01,4,TUCUMÁN,238609,30.0,238639,Q4
2021-01-01,3,BUENOS AIRES,4246425,5184.0,4251609,Q3
2021-01-01,3,BUENOS AIRES,1411797,1608.0,1413405,Q3
2021-01-01,3,CATAMARCA,56253,1.0,56254,Q3
2021-01-01,3,CHACO,139868,3.0,139871,Q3
2021-01-01,3,CHUBUT,155266,800.0,156066,Q3
2021-01-01,3,CÓRDOBA,946726,62.0,946788,Q3
2021-01-01,3,CORRIENTES,133816,3.0,133819,Q3
2021-01-01,3,ENTRE RÍOS,260360,15.0,260375,Q3
2021-01-01,3,FORMOSA,52795,0.0,52795,Q3
2021-01-01,3,JUJUY,111158,0.0,111158,Q3
2021-01-01,3,LA PAMPA,100371,116.0,100487,Q3
2021-01-01,3,LA RIOJA,82157,3.0,82160,Q3
2021-01-01,3,MENDOZA,255320,619.0,255939,Q3
2021-01-01,3,MISIONES,158528,0.0,158528,Q3
2021-01-01,3,NEUQUÉN,139436,373.0,139809,Q3
2021-01-01,3,RÍO NEGRO,144084,501.0,144585,Q3
2021-01-01,3,SALTA,195831,2.0,195833,Q3
2021-01-01,3,SAN JUAN,79227,256.0,79483,Q3
2021-01-01,3,SAN LUIS,117716,148.0,117864,Q3
2021-01-01,3,SANTA CRUZ,48779,197.0,48976,Q3
2021-01-01,3,SANTA FE,841433,151.0,841584,Q3
2021-01-01,3,SANTIAGO DEL ESTERO,115457,1.0,115458,Q3
2021-01-01,3,TIERRA DEL FUEGO,49934,289.0,50223,Q3
2021-01-01,3,TUCUMÁN,232447,25.0,232472,Q3
2021-01-01,2,BUENOS AIRES,4127167,5184.0,4132351,Q2
2021-01-01,2,BUENOS AIRES,1398747,1608.0,1400355,Q2
2021-01-01,2,CATAMARCA,55743,1.0,55744,Q2
2021-01-01,2,CHACO,140726,3.0,140729,Q2
2021-01-01,2,CHUBUT,138412,825.0,139237,Q2
2021-01-01,2,CÓRDOBA,930818,62.0,930880,Q2
2021-01-01,2,CORRIENTES,129498,3.0,129501,Q2
2021-01-01,2,ENTRE RÍOS,257617,15.0,257632,Q2
2021-01-01,2,FORMOSA,51551,0.0,51551,Q2
2021-01-01,2,JUJUY,111848,0.0,111848,Q2
2021-01-01,2,LA PAMPA,97551,116.0,97667,Q2
2021-01-01,2,LA RIOJA,81599,3.0,81602,Q2
2021-01-01,2,MENDOZA,229052,619.0,229671,Q2
2021-01-01,2,MISIONES,156176,0.0,156176,Q2
2021-01-01,2,NEUQUÉN,137877,373.0,138250,Q2
2021-01-01,2,RÍO NEGRO,143583,501.0,144084,Q2
2021-01-01,2,SALTA,191637,2.0,191639,Q2
2021-01-01,2,SAN JUAN,78677,256.0,78933,Q2
2021-01-01,2,SAN LUIS,122670,148.0,122818,Q2
2021-01-01,2,SANTA CRUZ,48785,197.0,48982,Q2
2021-01-01,2,SANTA FE,840449,151.0,840600,Q2
2021-01-01,2,SANTIAGO DEL ESTERO,114089,1.0,114090,Q2
2021-01-01,2,TIERRA DEL FUEGO,35404,289.0,35693,Q2
2021-01-01,2,TUCUMÁN,233026,25.0,233051,Q2
2021-01-01,1,BUENOS AIRES,4054936,5066.0,4060002,Q1
2021-01-01,1,BUENOS AIRES,1378283,1390.0,1379673,Q1
2021-01-01,1,CATAMARCA,51967,1.0,51968,Q1
2021-01-01,1,CHACO,139767,3.0,139770,Q1
2021-01-01,1,CHUBUT,131515,825.0,132340,Q1
2021-01-01,1,CÓRDOBA,910826,55.0,910881,Q1
2021-01-01,1,CORRIENTES,126622,3.0,126625,Q1
2021-01-01,1,ENTRE RÍOS,251950,13.0,251963,Q1
2021-01-01,1,FORMOSA,50686,0.0,50686,Q1
2021-01-01,1,JUJUY,110456,0.0,110456,Q1
2021-01-01,1,LA PAMPA,96989,116.0,97105,Q1
2021-01-01,1,LA RIOJA,52625,3.0,52628,Q1
2021-01-01,1,MENDOZA,218308,615.0,218923,Q1
2021-01-01,1,MISIONES,149387,0.0,149387,Q1
2021-01-01,1,NEUQUÉN,132862,373.0,133235,Q1
2021-01-01,1,RÍO NEGRO,140667,501.0,141168,Q1
2021-01-01,1,SALTA,187572,2.0,187574,Q1
2021-01-01,1,SAN JUAN,78011,256.0,78267,Q1
2021-01-01,1,SAN LUIS,119006,148.0,119154,Q1
2021-01-01,1,SANTA CRUZ,45868,197.0,46065,Q1
2021-01-01,1,SANTA FE,825990,137.0,826127,Q1
2021-01-01,1,SANTIAGO DEL ESTERO,111640,1.0,111641,Q1
2021-01-01,1,TIERRA DEL FUEGO,40133,289.0,40422,Q1
2021-01-01,1,TUCUMÁN,231890,22.0,231912,Q1
2020-01-01,4,BUENOS AIRES,4028195,5066.0,4033261,Q4
2020-01-01,4,BUENOS AIRES,1378140,1390.0,1379530,Q4
2020-01-01,4,CATAMARCA,52395,1.0,52396,Q4
2020-01-01,4,CHACO,139088,3.0,139091,Q4
2020-01-01,4,CHUBUT,129749,825.0,130574,Q4
2020-01-01,4,CÓRDOBA,902646,55.0,902701,Q4
2020-01-01,4,CORRIENTES,125656,3.0,125659,Q4
2020-01-01,4,ENTRE RÍOS,247368,13.0,247381,Q4
2020-01-01,4,FORMOSA,50206,0.0,50206,Q4
2020-01-01,4,JUJUY,105851,0.0,105851,Q4
2020-01-01,4,LA PAMPA,96779,116.0,96895,Q4
2020-01-01,4,LA RIOJA,52775,3.0,52778,Q4
2020-01-01,4,MENDOZA,214838,615.0,215453,Q4
2020-01-01,4,MISIONES,147161,0.0,147161,Q4
2020-01-01,4,NEUQUÉN,132762,373.0,133135,Q4
2020-01-01,4,RÍO NEGRO,140709,501.0,141210,Q4
2020-01-01,4,SALTA,187388,2.0,187390,Q4
2020-01-01,4,SAN JUAN,72340,256.0,72596,Q4
2020-01-01,4,SAN LUIS,119287,148.0,119435,Q4
2020-01-01,4,SANTA CRUZ,40477,197.0,40674,Q4
2020-01-01,4,SANTA FE,820676,137.0,820813,Q4
2020-01-01,4,SANTIAGO DEL ESTERO,106668,1.0,106669,Q4
2020-01-01,4,TIERRA DEL FUEGO,39325,289.0,39614,Q4
2020-01-01,4,TUCUMÁN,231067,22.0,231089,Q4
2020-01-01,3,BUENOS AIRES,3932211,5066.0,3937277,Q3
2020-01-01,3,BUENOS AIRES,1371285,1390.0,1372675,Q3
2020-01-01,3,CATAMARCA,49903,1.0,49904,Q3
2020-01-01,3,CHACO,133951,3.0,133954,Q3
2020-01-01,3,CHUBUT,129202,825.0,130027,Q3
2020-01-01,3,CÓRDOBA,867417,55.0,867472,Q3
2020-01-01,3,CORRIENTES,123388,3.0,123391,Q3
2020-01-01,3,ENTRE RÍOS,241482,13.0,241495,Q3
2020-01-01,3,FORMOSA,49209,0.0,49209,Q3
2020-01-01,3,JUJUY,106728,0.0,106728,Q3
2020-01-01,3,LA PAMPA,93619,116.0,93735,Q3
2020-01-01,3,LA RIOJA,52613,3.0,52616,Q3
2020-01-01,3,MENDOZA,207173,615.0,207788,Q3
2020-01-01,3,MISIONES,143186,0.0,143186,Q3
2020-01-01,3,NEUQUÉN,128862,373.0,129235,Q3
2020-01-01,3,RÍO NEGRO,130966,501.0,131467,Q3
2020-01-01,3,SALTA,180844,2.0,180846,Q3
2020-01-01,3,SAN JUAN,77071,256.0,77327,Q3
2020-01-01,3,SAN LUIS,116417,148.0,116565,Q3
2020-01-01,3,SANTA CRUZ,39084,197.0,39281,Q3
2020-01-01,3,SANTA FE,802861,137.0,802998,Q3
2020-01-01,3,SANTIAGO DEL ESTERO,105491,1.0,105492,Q3
2020-01-01,3,TIERRA DEL FUEGO,39366,289.0,39655,Q3
2020-01-01,3,TUCUMÁN,223854,22.0,223876,Q3
2020-01-01,2,BUENOS AIRES,3772480,5066.0,3777546,Q2
2020-01-01,2,BUENOS AIRES,1356431,1390.0,1357821,Q2
2020-01-01,2,CATAMARCA,47975,1.0,47976,Q2
2020-01-01,2,CHACO,128129,3.0,128132,Q2
2020-01-01,2,CHUBUT,107831,825.0,108656,Q2
2020-01-01,2,CÓRDOBA,836413,55.0,836468,Q2
2020-01-01,2,CORRIENTES,118863,3.0,118866,Q2
2020-01-01,2,ENTRE RÍOS,234100,13.0,234113,Q2
2020-01-01,2,FORMOSA,47932,0.0,47932,Q2
2020-01-01,2,JUJUY,94316,0.0,94316,Q2
2020-01-01,2,LA PAMPA,89693,116.0,89809,Q2
