Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total,Trimestre_Label
2020-01-01,2,LA RIOJA,52152,3.0,52155,Q2
2020-01-01,2,MENDOZA,200569,615.0,201184,Q2
2020-01-01,2,MISIONES,140340,0.0,140340,Q2
2020-01-01,2,NEUQUÉN,125799,373.0,126172,Q2
2020-01-01,2,RÍO NEGRO,128985,501.0,129486,Q2
2020-01-01,2,SALTA,177760,2.0,177762,Q2
2020-01-01,2,SAN JUAN,69521,256.0,69777,Q2
2020-01-01,2,SAN LUIS,113804,148.0,113952,Q2
2020-01-01,2,SANTA CRUZ,38672,197.0,38869,Q2
2020-01-01,2,SANTA FE,777795,137.0,777932,Q2
2020-01-01,2,SANTIAGO DEL ESTERO,105446,1.0,105447,Q2
2020-01-01,2,TIERRA DEL FUEGO,38900,289.0,39189,Q2
2020-01-01,2,TUCUMÁN,217134,22.0,217156,Q2
2020-01-01,1,BUENOS AIRES,3702985,5066.0,3708051,Q1
2020-01-01,1,BUENOS AIRES,1352104,1390.0,1353494,Q1
2020-01-01,1,CATAMARCA,39634,1.0,39635,Q1
2020-01-01,1,CHACO,120274,3.0,120277,Q1
2020-01-01,1,CHUBUT,95938,800.0,96738,Q1
2020-01-01,1,CÓRDOBA,811044,55.0,811099,Q1
2020-01-01,1,CORRIENTES,113967,3.0,113970,Q1
2020-01-01,1,ENTRE RÍOS,231833,13.0,231846,Q1
2020-01-01,1,FORMOSA,46434,0.0,46434,Q1
2020-01-01,1,JUJUY,91665,0.0,91665,Q1
2020-01-01,1,LA PAMPA,89110,116.0,89226,Q1
2020-01-01,1,LA RIOJA,48337,3.0,48340,Q1
2020-01-01,1,MENDOZA,182837,615.0,183452,Q1
2020-01-01,1,MISIONES,133552,0.0,133552,Q1
2020-01-01,1,NEUQUÉN,121354,373.0,121727,Q1
2020-01-01,1,RÍO NEGRO,125699,501.0,126200,Q1
2020-01-01,1,SALTA,170379,2.0,170381,Q1
2020-01-01,1,SAN JUAN,63975,256.0,64231,Q1
2020-01-01,1,SAN LUIS,110404,148.0,110552,Q1
2020-01-01,1,SANTA CRUZ,38625,197.0,38822,Q1
2020-01-01,1,SANTA FE,770981,137.0,771118,Q1
2020-01-01,1,SANTIAGO DEL ESTERO,102754,1.0,102755,Q1
2020-01-01,1,TIERRA DEL FUEGO,38505,289.0,38794,Q1
2020-01-01,1,TUCUMÁN,200045,22.0,200067,Q1
2019-01-01,4,BUENOS AIRES,3681120,5134.0,3686254,Q4
2019-01-01,4,BUENOS AIRES,1356695,1410.0,1358105,Q4
2019-01-01,4,CATAMARCA,38310,1.0,38311,Q4
2019-01-01,4,CHACO,117900,3.0,117903,Q4
2019-01-01,4,CHUBUT,95292,810.0,96102,Q4
2019-01-01,4,CÓRDOBA,806633,55.0,806688,Q4
2019-01-01,4,CORRIENTES,113831,3.0,113834,Q4
2019-01-01,4,ENTRE RÍOS,239017,13.0,239030,Q4
2019-01-01,4,FORMOSA,46711,0.0,46711,Q4
2019-01-01,4,JUJUY,88881,0.0,88881,Q4
2019-01-01,4,LA PAMPA,90280,119.0,90399,Q4
2019-01-01,4,LA RIOJA,48999,3.0,49002,Q4
2019-01-01,4,MENDOZA,185157,623.0,185780,Q4
2019-01-01,4,MISIONES,135813,0.0,135813,Q4
2019-01-01,4,NEUQUÉN,116069,376.0,116445,Q4
2019-01-01,4,RÍO NEGRO,126636,504.0,127140,Q4
2019-01-01,4,SALTA,172443,2.0,172445,Q4
2019-01-01,4,SAN JUAN,64715,259.0,64974,Q4
2019-01-01,4,SAN LUIS,108053,148.0,108201,Q4
2019-01-01,4,SANTA CRUZ,39170,200.0,39370,Q4
2019-01-01,4,SANTA FE,769019,150.0,769169,Q4
2019-01-01,4,SANTIAGO DEL ESTERO,103587,1.0,103588,Q4
2019-01-01,4,TIERRA DEL FUEGO,40101,291.0,40392,Q4
2019-01-01,4,TUCUMÁN,198621,23.0,198644,Q4
2019-01-01,3,BUENOS AIRES,3950114,10119.0,3960233,Q3
2019-01-01,3,BUENOS AIRES,1437734,3477.0,1441211,Q3
2019-01-01,3,CATAMARCA,32391,9.0,32400,Q3
2019-01-01,3,CHACO,114438,13.0,114451,Q3
2019-01-01,3,CHUBUT,87481,1524.0,89005,Q3
2019-01-01,3,CÓRDOBA,782946,107.0,783053,Q3
2019-01-01,3,CORRIENTES,112749,10.0,112759,Q3
2019-01-01,3,ENTRE RÍOS,238057,45.0,238102,Q3
2019-01-01,3,FORMOSA,46066,0.0,46066,Q3
2019-01-01,3,JUJUY,86575,1.0,86576,Q3
2019-01-01,3,LA PAMPA,90559,269.0,90828,Q3
2019-01-01,3,LA RIOJA,49659,18.0,49677,Q3
2019-01-01,3,MENDOZA,223015,1322.0,224337,Q3
2019-01-01,3,MISIONES,133883,0.0,133883,Q3
2019-01-01,3,NEUQUÉN,123435,1986.0,125421,Q3
2019-01-01,3,RÍO NEGRO,143391,904.0,144295,Q3
2019-01-01,3,SALTA,151834,1.0,151835,Q3
2019-01-01,3,SAN JUAN,72535,563.0,73098,Q3
2019-01-01,3,SAN LUIS,122409,291.0,122700,Q3
2019-01-01,3,SANTA CRUZ,37642,328.0,37970,Q3
2019-01-01,3,SANTA FE,760706,228.0,760934,Q3
2019-01-01,3,SANTIAGO DEL ESTERO,133130,2.0,133132,Q3
2019-01-01,3,TIERRA DEL FUEGO,48043,544.0,48587,Q3
2019-01-01,3,TUCUMÁN,164099,32.0,164131,Q3
2019-01-01,2,BUENOS AIRES,3845594,10104.0,3855698,Q2
2019-01-01,2,BUENOS AIRES,1412177,3443.0,1415620,Q2
2019-01-01,2,CATAMARCA,33626,9.0,33635,Q2
2019-01-01,2,CHACO,108721,13.0,108734,Q2
2019-01-01,2,CHUBUT,86038,1518.0,87556,Q2
2019-01-01,2,CÓRDOBA,775023,105.0,775128,Q2
2019-01-01,2,CORRIENTES,111539,10.0,111549,Q2
2019-01-01,2,ENTRE RÍOS,235780,44.0,235824,Q2
2019-01-01,2,FORMOSA,46438,0.0,46438,Q2
2019-01-01,2,JUJUY,86706,1.0,86707,Q2
2019-01-01,2,LA PAMPA,89937,268.0,90205,Q2
2019-01-01,2,LA RIOJA,50283,18.0,50301,Q2
2019-01-01,2,MENDOZA,222535,1322.0,223857,Q2
2019-01-01,2,MISIONES,132878,0.0,132878,Q2
2019-01-01,2,NEUQUÉN,120954,1999.0,122953,Q2
2019-01-01,2,RÍO NEGRO,137632,915.0,138547,Q2
2019-01-01,2,SALTA,142567,1.0,142568,Q2
2019-01-01,2,SAN JUAN,69461,564.0,70025,Q2
2019-01-01,2,SAN LUIS,117094,291.0,117385,Q2
2019-01-01,2,SANTA CRUZ,30225,325.0,30550,Q2
2019-01-01,2,SANTA FE,743258,226.0,743484,Q2
2019-01-01,2,SANTIAGO DEL ESTERO,126752,2.0,126754,Q2
2019-01-01,2,TIERRA DEL FUEGO,46910,544.0,47454,Q2
2019-01-01,2,TUCUMÁN,166299,32.0,166331,Q2
2019-01-01,1,BUENOS AIRES,3736563,10104.0,3746667,Q1
2019-01-01,1,BUENOS AIRES,1396157,3443.0,1399600,Q1
2019-01-01,1,CATAMARCA,33613,9.0,33622,Q1
2019-01-01,1,CHACO,103664,13.0,103677,Q1
2019-01-01,1,CHUBUT,78260,1518.0,79778,Q1
2019-01-01,1,CÓRDOBA,744010,105.0,744115,Q1
2019-01-01,1,CORRIENTES,102477,10.0,102487,Q1
2019-01-01,1,ENTRE RÍOS,232403,44.0,232447,Q1
2019-01-01,1,FORMOSA,45211,0.0,45211,Q1
2019-01-01,1,JUJUY,90146,1.0,90147,Q1
2019-01-01,1,LA PAMPA,88892,268.0,89160,Q1
2019-01-01,1,LA RIOJA,51638,18.0,51656,Q1
2019-01-01,1,MENDOZA,204976,1322.0,206298,Q1
2019-01-01,1,MISIONES,122720,0.0,122720,Q1
2019-01-01,1,NEUQUÉN,112321,2056.0,114377,Q1
2019-01-01,1,RÍO NEGRO,120173,915.0,121088,Q1
2019-01-01,1,SALTA,136019,1.0,136020,Q1
2019-01-01,1,SAN JUAN,61881,564.0,62445,Q1
2019-01-01,1,SAN LUIS,96044,291.0,96335,Q1
2019-01-01,1,SANTA CRUZ,24580,325.0,24905,Q1
2019-01-01,1,SANTA FE,736851,227.0,737078,Q1
2019-01-01,1,SANTIAGO DEL ESTERO,89851,2.0,89853,Q1
2019-01-01,1,TIERRA DEL FUEGO,45903,544.0,46447,Q1
2019-01-01,1,TUCUMÁN,171970,32.0,172002,Q1
2018-01-01,4,BUENOS AIRES,3626502,10104.0,3636606,Q4
2018-01-01,4,BUENOS AIRES,1385577,3443.0,1389020,Q4
2018-01-01,4,CATAMARCA,33574,9.0,33583,Q4
2018-01-01,4,CHACO,103257,13.0,103270,Q4
2018-01-01,4,CHUBUT,77204,1518.0,78722,Q4
2018-01-01,4,CÓRDOBA,737234,105.0,737339,Q4
2018-01-01,4,CORRIENTES,100591,10.0,100601,Q4
2018-01-01,4,ENTRE RÍOS,222003,44.0,222047,Q4
2018-01-01,4,FORMOSA,45204,0.0,45204,Q4
2018-01-01,4,JUJUY,90132,1.0,90133,Q4
2018-01-01,4,LA PAMPA,85368,268.0,85636,Q4
2018-01-01,4,LA RIOJA,51633,18.0,51651,Q4
2018-01-01,4,MENDOZA,204982,1322.0,206304,Q4
2018-01-01,4,MISIONES,116273,0.0,116273,Q4
2018-01-01,4,NEUQUÉN,112309,2056.0,114365,Q4
2018-01-01,4,RÍO NEGRO,115922,915.0,116837,Q4
2018-01-01,4,SALTA,134577,1.0,134578,Q4
2018-01-01,4,SAN JUAN,61834,564.0,62398,Q4
2018-01-01,4,SAN LUIS,96040,291.0,96331,Q4
2018-01-01,4,SANTA CRUZ,24443,325.0,24768,Q4
2018-01-01,4,SANTA FE,720161,229.0,720390,Q4
2018-01-01,4,SANTIAGO DEL ESTERO,89333,2.0,89335,Q4
2018-01-01,4,TIERRA DEL FUEGO,45716,544.0,46260,Q4
2018-01-01,4,TUCUMÁN,171972,32.0,172004,Q4
2018-01-01,3,BUENOS AIRES,3599714,10563.0,3610277,Q3
2018-01-01,3,BUENOS AIRES,1385804,6686.0,1392490,Q3
2018-01-01,3,CATAMARCA,34215,11.0,34226,Q3
2018-01-01,3,CHACO,102021,12.0,102033,Q3
2018-01-01,3,CHUBUT,101310,2426.0,103736,Q3
2018-01-01,3,CÓRDOBA,725764,94.0,725858,Q3
2018-01-01,3,CORRIENTES,99445,11.0,99456,Q3
2018-01-01,3,ENTRE RÍOS,204560,48.0,204608,Q3
2018-01-01,3,FORMOSA,44865,0.0,44865,Q3
2018-01-01,3,JUJUY,44934,1.0,44935,Q3
2018-01-01,3,LA PAMPA,83180,244.0,83424,Q3
2018-01-01,3,LA RIOJA,51855,17.0,51872,Q3
2018-01-01,3,MENDOZA,205545,1484.0,207029,Q3
2018-01-01,3,MISIONES,108042,0.0,108042,Q3
2018-01-01,3,NEUQUÉN,114713,2005.0,116718,Q3
2018-01-01,3,RÍO NEGRO,112433,1059.0,113492,Q3
2018-01-01,3,SALTA,132882,1.0,132883,Q3
2018-01-01,3,SAN JUAN,63823,658.0,64481,Q3
2018-01-01,3,SAN LUIS,74121,300.0,74421,Q3
2018-01-01,3,SANTA CRUZ,33565,434.0,33999,Q3
2018-01-01,3,SANTA FE,694883,217.0,695100,Q3
2018-01-01,3,SANTIAGO DEL ESTERO,86358,2.0,86360,Q3
2018-01-01,3,TIERRA DEL FUEGO,45056,508.0,45564,Q3
2018-01-01,3,TUCUMÁN,171135,31.0,171166,Q3
2018-01-01,2,BUENOS AIRES,3490134,10565.0,3500699,Q2
2018-01-01,2,BUENOS AIRES,1362498,6688.0,1369186,Q2
2018-01-01,2,CATAMARCA,34078,11.0,34089,Q2
2018-01-01,2,CHACO,98509,12.0,98521,Q2
2018-01-01,2,CHUBUT,98137,2427.0,100564,Q2
2018-01-01,2,CÓRDOBA,712979,94.0,713073,Q2
2018-01-01,2,CORRIENTES,97946,11.0,97957,Q2
2018-01-01,2,ENTRE RÍOS,199937,48.0,199985,Q2
2018-01-01,2,FORMOSA,44554,,44554,Q2
2018-01-01,2,JUJUY,45132,1.0,45133,Q2
2018-01-01,2,LA PAMPA,82177,244.0,82421,Q2
2018-01-01,2,LA RIOJA,51931,17.0,51948,Q2
2018-01-01,2,MENDOZA,199468,1484.0,200952,Q2
2018-01-01,2,MISIONES,106147,,106147,Q2
2018-01-01,2,NEUQUÉN,113842,2006.0,115848,Q2
2018-01-01,2,RÍO NEGRO,111176,1059.0,112235,Q2
2018-01-01,2,SALTA,134166,1.0,134167,Q2
2018-01-01,2,SAN JUAN,63443,658.0,64101,Q2
2018-01-01,2,SAN LUIS,21168,300.0,21468,Q2
2018-01-01,2,SANTA CRUZ,33970,435.0,34405,Q2
2018-01-01,2,SANTA FE,684243,309.0,684552,Q2
2018-01-01,2,SANTIAGO DEL ESTERO,83773,2.0,83775,Q2
2018-01-01,2,TIERRA DEL FUEGO,44199,508.0,44707,Q2
2018-01-01,2,TUCUMÁN,169926,31.0,169957,Q2
2018-01-01,1,BUENOS AIRES,3464882,10564.0,3475446,Q1
2018-01-01,1,BUENOS AIRES,1359882,6688.0,1366570,Q1
2018-01-01,1,CATAMARCA,33934,11.0,33945,Q1
2018-01-01,1,CHACO,96925,12.0,96937,Q1
2018-01-01,1,CHUBUT,95532,2427.0,97959,Q1
2018-01-01,1,CÓRDOBA,713825,101.0,713926,Q1
2018-01-01,1,CORRIENTES,94406,11.0,94417,Q1
2018-01-01,1,ENTRE RÍOS,197346,48.0,197394,Q1
2018-01-01,1,FORMOSA,32328,0.0,32328,Q1
2018-01-01,1,JUJUY,44405,1.0,44406,Q1
2018-01-01,1,LA PAMPA,82668,396.0,83064,Q1
2018-01-01,1,LA RIOJA,52228,17.0,52245,Q1
2018-01-01,1,MENDOZA,199463,1484.0,200947,Q1
2018-01-01,1,MISIONES,103580,0.0,103580,Q1
2018-01-01,1,NEUQUÉN,115897,2006.0,117903,Q1
2018-01-01,1,RÍO NEGRO,110057,1062.0,111119,Q1
2018-01-01,1,SALTA,133182,1.0,133183,Q1
2018-01-01,1,SAN JUAN,62610,658.0,63268,Q1
2018-01-01,1,SAN LUIS,21096,300.0,21396,Q1
2018-01-01,1,SANTA CRUZ,33970,435.0,34405,Q1
2018-01-01,1,SANTA FE,679717,309.0,680026,Q1
2018-01-01,1,SANTIAGO DEL ESTERO,82916,2.0,82918,Q1
2018-01-01,1,TIERRA DEL FUEGO,31106,508.0,31614,Q1
2018-01-01,1,TUCUMÁN,168026,31.0,168057,Q1
2017-01-01,4,BUENOS AIRES,3171206,10690.0,3181896,Q4
2017-01-01,4,BUENOS AIRES,1575418,6906.0,1582324,Q4
2017-01-01,4,CATAMARCA,29548,10.0,29558,Q4
2017-01-01,4,CHACO,96603,12.0,96615,Q4
2017-01-01,4,CHUBUT,91012,2428.0,93440,Q4
2017-01-01,4,CÓRDOBA,709874,105.0,709979,Q4
2017-01-01,4,CORRIENTES,93760,11.0,93771,Q4
2017-01-01,4,ENTRE RÍOS,193654,49.0,193703,Q4
2017-01-01,4,FORMOSA,32056,0.0,32056,Q4
2017-01-01,4,JUJUY,43551,1.0,43552,Q4
2017-01-01,4,LA PAMPA,81675,396.0,82071,Q4
2017-01-01,4,LA RIOJA,52177,17.0,52194,Q4
2017-01-01,4,MENDOZA,178661,1490.0,180151,Q4
2017-01-01,4,MISIONES,103895,0.0,103895,Q4
2017-01-01,4,NEUQUÉN,114965,2006.0,116971,Q4
2017-01-01,4,RÍO NEGRO,108702,1062.0,109764,Q4
2017-01-01,4,SALTA,132811,1.0,132812,Q4
2017-01-01,4,SAN JUAN,57965,659.0,58624,Q4
2017-01-01,4,SAN LUIS,14604,300.0,14904,Q4
2017-01-01,4,SANTA CRUZ,29018,434.0,29452,Q4
2017-01-01,4,SANTA FE,672137,323.0,672460,Q4
2017-01-01,4,SANTIAGO DEL ESTERO,68842,2.0,68844,Q4
2017-01-01,4,TIERRA DEL FUEGO,28346,508.0,28854,Q4
2017-01-01,4,TUCUMÁN,162298,34.0,162332,Q4
2017-01-01,3,BUENOS AIRES,3046758,11202.0,3057960,Q3
2017-01-01,3,BUENOS AIRES,1563289,7070.0,1570359,Q3
2017-01-01,3,CATAMARCA,33467,11.0,33478,Q3
2017-01-01,3,CHACO,93747,12.0,93759,Q3
2017-01-01,3,CHUBUT,81067,2477.0,83544,Q3
2017-01-01,3,CÓRDOBA,696536,108.0,696644,Q3
2017-01-01,3,CORRIENTES,92536,12.0,92548,Q3
2017-01-01,3,ENTRE RÍOS,185414,50.0,185464,Q3
2017-01-01,3,FORMOSA,32105,0.0,32105,Q3
2017-01-01,3,JUJUY,43241,1.0,43242,Q3
2017-01-01,3,LA PAMPA,79280,410.0,79690,Q3
2017-01-01,3,LA RIOJA,51896,17.0,51913,Q3
2017-01-01,3,MENDOZA,190958,1533.0,192491,Q3
2017-01-01,3,MISIONES,100476,0.0,100476,Q3
2017-01-01,3,NEUQUÉN,113755,2029.0,115784,Q3
2017-01-01,3,RÍO NEGRO,106393,1103.0,107496,Q3
2017-01-01,3,SALTA,132517,1.0,132518,Q3
2017-01-01,3,SAN JUAN,61789,660.0,62449,Q3
2017-01-01,3,SAN LUIS,21408,311.0,21719,Q3
2017-01-01,3,SANTA CRUZ,33222,468.0,33690,Q3
2017-01-01,3,SANTA FE,662086,256.0,662342,Q3
2017-01-01,3,SANTIAGO DEL ESTERO,82792,2.0,82794,Q3
2017-01-01,3,TIERRA DEL FUEGO,30883,583.0,31466,Q3
2017-01-01,3,TUCUMÁN,160979,33.0,161012,Q3
2017-01-01,2,BUENOS AIRES,3067430,11201.0,3078631,Q2
2017-01-01,2,BUENOS AIRES,1592175,8016.0,1600191,Q2
2017-01-01,2,CATAMARCA,26692,13.0,26705,Q2
2017-01-01,2,CHACO,90597,14.0,90611,Q2
2017-01-01,2,CHUBUT,62245,1730.0,63975,Q2
2017-01-01,2,CÓRDOBA,657505,133.0,657638,Q2
2017-01-01,2,CORRIENTES,90085,12.0,90097,Q2
2017-01-01,2,ENTRE RÍOS,182675,57.0,182732,Q2
2017-01-01,2,FORMOSA,29956,0.0,29956,Q2
2017-01-01,2,JUJUY,42656,1.0,42657,Q2
2017-01-01,2,LA PAMPA,72573,449.0,73022,Q2
2017-01-01,2,LA RIOJA,16271,18.0,16289,Q2
2017-01-01,2,MENDOZA,169302,1451.0,170753,Q2
2017-01-01,2,MISIONES,99794,0.0,99794,Q2
2017-01-01,2,NEUQUÉN,115321,2112.0,117433,Q2
2017-01-01,2,RÍO NEGRO,100621,998.0,101619,Q2
2017-01-01,2,SALTA,108540,1.0,108541,Q2
2017-01-01,2,SAN JUAN,51261,620.0,51881,Q2
2017-01-01,2,SAN LUIS,12992,315.0,13307,Q2
2017-01-01,2,SANTA CRUZ,26019,369.0,26388,Q2
2017-01-01,2,SANTA FE,566918,362.0,567280,Q2
2017-01-01,2,SANTIAGO DEL ESTERO,33194,2.0,33196,Q2
2017-01-01,2,TIERRA DEL FUEGO,31938,619.0,32557,Q2
2017-01-01,2,TUCUMÁN,154374,37.0,154411,Q2
2017-01-01,1,BUENOS AIRES,3178174,11202.0,3189376,Q1
2017-01-01,1,BUENOS AIRES,1391030,8016.0,1399046,Q1
2017-01-01,1,CATAMARCA,26304,13.0,26317,Q1
2017-01-01,1,CHACO,89036,14.0,89050,Q1
2017-01-01,1,CHUBUT,62166,1730.0,63896,Q1
2017-01-01,1,CÓRDOBA,641066,133.0,641199,Q1
2017-01-01,1,CORRIENTES,88596,12.0,88608,Q1
2017-01-01,1,ENTRE RÍOS,180296,57.0,180353,Q1
2017-01-01,1,FORMOSA,29705,0.0,29705,Q1
2017-01-01,1,JUJUY,43202,1.0,43203,Q1
2017-01-01,1,LA PAMPA,71458,455.0,71913,Q1
2017-01-01,1,LA RIOJA,16207,18.0,16225,Q1
2017-01-01,1,MENDOZA,169282,1451.0,170733,Q1
2017-01-01,1,MISIONES,97619,0.0,97619,Q1
2017-01-01,1,NEUQUÉN,113227,2112.0,115339,Q1
2017-01-01,1,RÍO NEGRO,100288,1000.0,101288,Q1
2017-01-01,1,SALTA,107632,1.0,107633,Q1
2017-01-01,1,SAN JUAN,51253,620.0,51873,Q1
2017-01-01,1,SAN LUIS,12992,315.0,13307,Q1
2017-01-01,1,SANTA CRUZ,26116,370.0,26486,Q1
2017-01-01,1,SANTA FE,562520,362.0,562882,Q1
2017-01-01,1,SANTIAGO DEL ESTERO,34473,2.0,34475,Q1
2017-01-01,1,TIERRA DEL FUEGO,31938,619.0,32557,Q1
2017-01-01,1,TUCUMÁN,152734,37.0,152771,Q1
2016-01-01,4,BUENOS AIRES,3131499,11202.0,3142701,Q4
2016-01-01,4,BUENOS AIRES,1393443,8016.0,1401459,Q4
2016-01-01,4,CATAMARCA,27021,13.0,27034,Q4
2016-01-01,4,CHACO,88833,14.0,88847,Q4
2016-01-01,4,CHUBUT,62035,1730.0,63765,Q4
2016-01-01,4,CÓRDOBA,636422,133.0,636555,Q4
2016-01-01,4,CORRIENTES,88084,12.0,88096,Q4
2016-01-01,4,ENTRE RÍOS,180188,57.0,180245,Q4
2016-01-01,4,FORMOSA,29513,0.0,29513,Q4
2016-01-01,4,JUJUY,42624,1.0,42625,Q4
2016-01-01,4,LA PAMPA,71368,460.0,71828,Q4
2016-01-01,4,LA RIOJA,16298,18.0,16316,Q4
2016-01-01,4,MENDOZA,169274,1451.0,170725,Q4
2016-01-01,4,MISIONES,97390,0.0,97390,Q4
2016-01-01,4,NEUQUÉN,111723,2112.0,113835,Q4
2016-01-01,4,RÍO NEGRO,100020,1000.0,101020,Q4
2016-01-01,4,SALTA,106934,1.0,106935,Q4
2016-01-01,4,SAN JUAN,51301,620.0,51921,Q4
2016-01-01,4,SAN LUIS,12992,315.0,13307,Q4
2016-01-01,4,SANTA CRUZ,26094,370.0,26464,Q4
2016-01-01,4,SANTA FE,561470,362.0,561832,Q4
2016-01-01,4,SANTIAGO DEL ESTERO,35049,2.0,35051,Q4
2016-01-01,4,TIERRA DEL FUEGO,31938,619.0,32557,Q4
2016-01-01,4,TUCUMÁN,151615,37.0,151652,Q4
2016-01-01,3,BUENOS AIRES,3075387,11205.0,3086592,Q3
2016-01-01,3,BUENOS AIRES,1395053,8051.0,1403104,Q3
2016-01-01,3,CATAMARCA,26957,13.0,26970,Q3
2016-01-01,3,CHACO,89216,14.0,89230,Q3
2016-01-01,3,CHUBUT,62222,1730.0,63952,Q3
2016-01-01,3,CÓRDOBA,642458,133.0,642591,Q3
2016-01-01,3,CORRIENTES,88328,12.0,88340,Q3
2016-01-01,3,ENTRE RÍOS,181092,57.0,181149,Q3
2016-01-01,3,FORMOSA,27716,0.0,27716,Q3
2016-01-01,3,JUJUY,42537,1.0,42538,Q3
2016-01-01,3,LA PAMPA,69903,461.0,70364,Q3
2016-01-01,3,LA RIOJA,16912,18.0,16930,Q3
2016-01-01,3,MENDOZA,169174,1450.0,170624,Q3
2016-01-01,3,MISIONES,97997,0.0,97997,Q3
2016-01-01,3,NEUQUÉN,110491,2112.0,112603,Q3
2016-01-01,3,RÍO NEGRO,100024,1002.0,101026,Q3
2016-01-01,3,SALTA,107790,1.0,107791,Q3
2016-01-01,3,SAN JUAN,51348,620.0,51968,Q3
2016-01-01,3,SAN LUIS,12978,315.0,13293,Q3
2016-01-01,3,SANTA CRUZ,25886,371.0,26257,Q3
2016-01-01,3,SANTA FE,566625,386.0,567011,Q3
2016-01-01,3,SANTIAGO DEL ESTERO,35658,2.0,35660,Q3
2016-01-01,3,TIERRA DEL FUEGO,31306,619.0,31925,Q3
2016-01-01,3,TUCUMÁN,151282,37.0,151319,Q3
2016-01-01,2,BUENOS AIRES,3032776,12515.0,3045291,Q2
2016-01-01,2,BUENOS AIRES,1384824,9760.0,1394584,Q2
2016-01-01,2,CATAMARCA,26543,13.0,26556,Q2
2016-01-01,2,CHACO,88235,16.0,88251,Q2
2016-01-01,2,CHUBUT,62116,1740.0,63856,Q2
2016-01-01,2,CÓRDOBA,634680,234.0,634914,Q2
2016-01-01,2,CORRIENTES,86932,24.0,86956,Q2
2016-01-01,2,ENTRE RÍOS,178194,179.0,178373,Q2
2016-01-01,2,FORMOSA,28801,1.0,28802,Q2
2016-01-01,2,JUJUY,41187,2.0,41189,Q2
2016-01-01,2,LA PAMPA,68403,485.0,68888,Q2
2016-01-01,2,LA RIOJA,16718,18.0,16736,Q2
2016-01-01,2,MENDOZA,169274,1550.0,170824,Q2
2016-01-01,2,MISIONES,95808,7.0,95815,Q2
2016-01-01,2,NEUQUÉN,108224,2291.0,110515,Q2
2016-01-01,2,RÍO NEGRO,99631,1073.0,100704,Q2
2016-01-01,2,SALTA,104929,3.0,104932,Q2
2016-01-01,2,SAN JUAN,51392,621.0,52013,Q2
2016-01-01,2,SAN LUIS,12939,317.0,13256,Q2
2016-01-01,2,SANTA CRUZ,25797,356.0,26153,Q2
2016-01-01,2,SANTA FE,563867,607.0,564474,Q2
2016-01-01,2,SANTIAGO DEL ESTERO,36958,3.0,36961,Q2
2016-01-01,2,TIERRA DEL FUEGO,30740,619.0,31359,Q2
2016-01-01,2,TUCUMÁN,148636,41.0,148677,Q2
2016-01-01,1,BUENOS AIRES,2929903,12612.0,2942515,Q1
