Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total,Trimestre_Label
2016-01-01,1,BUENOS AIRES,1328079,9817.0,1337896,Q1
2016-01-01,1,CATAMARCA,26376,13.0,26389,Q1
2016-01-01,1,CHACO,86635,16.0,86651,Q1
2016-01-01,1,CHUBUT,62060,1740.0,63800,Q1
2016-01-01,1,CÓRDOBA,609692,234.0,609926,Q1
2016-01-01,1,CORRIENTES,85510,26.0,85536,Q1
2016-01-01,1,ENTRE RÍOS,174634,179.0,174813,Q1
2016-01-01,1,FORMOSA,28313,1.0,28314,Q1
2016-01-01,1,JUJUY,40287,2.0,40289,Q1
2016-01-01,1,LA PAMPA,65442,487.0,65929,Q1
2016-01-01,1,LA RIOJA,16673,18.0,16691,Q1
2016-01-01,1,MENDOZA,169257,1553.0,170810,Q1
2016-01-01,1,MISIONES,92951,7.0,92958,Q1
2016-01-01,1,NEUQUÉN,101969,2292.0,104261,Q1
2016-01-01,1,RÍO NEGRO,98745,1077.0,99822,Q1
2016-01-01,1,SALTA,102423,3.0,102426,Q1
2016-01-01,1,SAN JUAN,51373,621.0,51994,Q1
2016-01-01,1,SAN LUIS,12915,317.0,13232,Q1
2016-01-01,1,SANTA CRUZ,25931,356.0,26287,Q1
2016-01-01,1,SANTA FE,551378,618.0,551996,Q1
2016-01-01,1,SANTIAGO DEL ESTERO,37695,3.0,37698,Q1
2016-01-01,1,TIERRA DEL FUEGO,29867,619.0,30486,Q1
2016-01-01,1,TUCUMÁN,146596,41.0,146637,Q1
2015-01-01,4,BUENOS AIRES,2946743,12642.0,2959385,Q4
2015-01-01,4,BUENOS AIRES,1360381,9845.0,1370226,Q4
2015-01-01,4,CATAMARCA,26459,13.0,26472,Q4
2015-01-01,4,CHACO,86537,16.0,86553,Q4
2015-01-01,4,CHUBUT,62279,1740.0,64019,Q4
2015-01-01,4,CÓRDOBA,625835,235.0,626070,Q4
2015-01-01,4,CORRIENTES,85409,26.0,85435,Q4
2015-01-01,4,ENTRE RÍOS,173957,180.0,174137,Q4
2015-01-01,4,FORMOSA,28088,1.0,28089,Q4
2015-01-01,4,JUJUY,39922,2.0,39924,Q4
2015-01-01,4,LA PAMPA,66054,312.0,66366,Q4
2015-01-01,4,LA RIOJA,16914,18.0,16932,Q4
2015-01-01,4,MENDOZA,169251,1556.0,170807,Q4
2015-01-01,4,MISIONES,92846,7.0,92853,Q4
2015-01-01,4,NEUQUÉN,105122,2294.0,107416,Q4
2015-01-01,4,RÍO NEGRO,98655,1067.0,99722,Q4
2015-01-01,4,SALTA,101917,3.0,101920,Q4
2015-01-01,4,SAN JUAN,51408,621.0,52029,Q4
2015-01-01,4,SAN LUIS,12901,317.0,13218,Q4
2015-01-01,4,SANTA CRUZ,26047,356.0,26403,Q4
2015-01-01,4,SANTA FE,561045,627.0,561672,Q4
2015-01-01,4,SANTIAGO DEL ESTERO,39132,3.0,39135,Q4
2015-01-01,4,TIERRA DEL FUEGO,29334,619.0,29953,Q4
2015-01-01,4,TUCUMÁN,146053,42.0,146095,Q4
2015-01-01,3,BUENOS AIRES,2916070,12695.0,2928765,Q3
2015-01-01,3,BUENOS AIRES,1362193,9875.0,1372068,Q3
2015-01-01,3,CATAMARCA,26080,13.0,26093,Q3
2015-01-01,3,CHACO,85354,16.0,85370,Q3
2015-01-01,3,CHUBUT,62143,1740.0,63883,Q3
2015-01-01,3,CÓRDOBA,622761,237.0,622998,Q3
2015-01-01,3,CORRIENTES,84931,28.0,84959,Q3
2015-01-01,3,ENTRE RÍOS,172252,182.0,172434,Q3
2015-01-01,3,FORMOSA,27751,1.0,27752,Q3
2015-01-01,3,JUJUY,39548,2.0,39550,Q3
2015-01-01,3,LA PAMPA,64976,495.0,65471,Q3
2015-01-01,3,LA RIOJA,16753,18.0,16771,Q3
2015-01-01,3,MENDOZA,169261,1562.0,170823,Q3
2015-01-01,3,MISIONES,91615,7.0,91622,Q3
2015-01-01,3,NEUQUÉN,98376,2240.0,100616,Q3
2015-01-01,3,RÍO NEGRO,98529,1085.0,99614,Q3
2015-01-01,3,SALTA,100570,3.0,100573,Q3
2015-01-01,3,SAN JUAN,51409,621.0,52030,Q3
2015-01-01,3,SAN LUIS,12902,317.0,13219,Q3
2015-01-01,3,SANTA CRUZ,25912,359.0,26271,Q3
2015-01-01,3,SANTA FE,556097,641.0,556738,Q3
2015-01-01,3,SANTIAGO DEL ESTERO,39394,3.0,39397,Q3
2015-01-01,3,TIERRA DEL FUEGO,33118,619.0,33737,Q3
2015-01-01,3,TUCUMÁN,144272,42.0,144314,Q3
2015-01-01,2,BUENOS AIRES,2871079,12711.0,2883790,Q2
2015-01-01,2,BUENOS AIRES,1336391,9893.0,1346284,Q2
2015-01-01,2,CATAMARCA,25666,13.0,25679,Q2
2015-01-01,2,CHACO,83832,16.0,83848,Q2
2015-01-01,2,CHUBUT,61745,1740.0,63485,Q2
2015-01-01,2,CÓRDOBA,609510,236.0,609746,Q2
2015-01-01,2,CORRIENTES,83288,28.0,83316,Q2
2015-01-01,2,ENTRE RÍOS,169309,183.0,169492,Q2
2015-01-01,2,FORMOSA,27013,37.0,27050,Q2
2015-01-01,2,JUJUY,37720,2.0,37722,Q2
2015-01-01,2,LA PAMPA,63552,500.0,64052,Q2
2015-01-01,2,LA RIOJA,16491,18.0,16509,Q2
2015-01-01,2,MENDOZA,169259,1564.0,170823,Q2
2015-01-01,2,MISIONES,88512,7.0,88519,Q2
2015-01-01,2,NEUQUÉN,95644,2241.0,97885,Q2
2015-01-01,2,RÍO NEGRO,97640,1087.0,98727,Q2
2015-01-01,2,SALTA,98264,3.0,98267,Q2
2015-01-01,2,SAN JUAN,51367,621.0,51988,Q2
2015-01-01,2,SAN LUIS,12904,317.0,13221,Q2
2015-01-01,2,SANTA CRUZ,25384,379.0,25763,Q2
2015-01-01,2,SANTA FE,545739,649.0,546388,Q2
2015-01-01,2,SANTIAGO DEL ESTERO,39375,3.0,39378,Q2
2015-01-01,2,TIERRA DEL FUEGO,32960,619.0,33579,Q2
2015-01-01,2,TUCUMÁN,140635,42.0,140677,Q2
2015-01-01,1,BUENOS AIRES,2847076,14766.0,2861842,Q1
2015-01-01,1,BUENOS AIRES,1321139,11582.0,1332721,Q1
2015-01-01,1,CATAMARCA,25312,20.0,25332,Q1
2015-01-01,1,CHACO,81329,31.0,81360,Q1
2015-01-01,1,CHUBUT,63327,1946.0,65273,Q1
2015-01-01,1,CÓRDOBA,596663,294.0,596957,Q1
2015-01-01,1,CORRIENTES,81488,43.0,81531,Q1
2015-01-01,1,ENTRE RÍOS,165839,231.0,166070,Q1
2015-01-01,1,FORMOSA,26657,43.0,26700,Q1
2015-01-01,1,JUJUY,36608,3.0,36611,Q1
2015-01-01,1,LA PAMPA,62155,542.0,62697,Q1
2015-01-01,1,LA RIOJA,16310,23.0,16333,Q1
2015-01-01,1,MENDOZA,168355,1805.0,170160,Q1
2015-01-01,1,MISIONES,85139,7.0,85146,Q1
2015-01-01,1,NEUQUÉN,93373,2369.0,95742,Q1
2015-01-01,1,RÍO NEGRO,96145,1188.0,97333,Q1
2015-01-01,1,SALTA,96793,18.0,96811,Q1
2015-01-01,1,SAN JUAN,51117,702.0,51819,Q1
2015-01-01,1,SAN LUIS,12878,354.0,13232,Q1
2015-01-01,1,SANTA CRUZ,26217,424.0,26641,Q1
2015-01-01,1,SANTA FE,535640,797.0,536437,Q1
2015-01-01,1,SANTIAGO DEL ESTERO,39244,8.0,39252,Q1
2015-01-01,1,TIERRA DEL FUEGO,32726,730.0,33456,Q1
2015-01-01,1,TUCUMÁN,138184,92.0,138276,Q1
2014-01-01,4,BUENOS AIRES,2801178,15229.0,2816407,Q4
2014-01-01,4,BUENOS AIRES,1318526,11994.0,1330520,Q4
2014-01-01,4,CATAMARCA,25472,21.0,25493,Q4
2014-01-01,4,CHACO,65998,37.0,66035,Q4
2014-01-01,4,CHUBUT,66557,1985.0,68542,Q4
2014-01-01,4,CÓRDOBA,590113,319.0,590432,Q4
2014-01-01,4,CORRIENTES,65656,54.0,65710,Q4
2014-01-01,4,ENTRE RÍOS,140567,246.0,140813,Q4
2014-01-01,4,FORMOSA,26156,51.0,26207,Q4
2014-01-01,4,JUJUY,35999,3.0,36002,Q4
2014-01-01,4,LA PAMPA,56813,567.0,57380,Q4
2014-01-01,4,LA RIOJA,16379,23.0,16402,Q4
2014-01-01,4,MENDOZA,167766,1848.0,169614,Q4
2014-01-01,4,MISIONES,77222,7.0,77229,Q4
2014-01-01,4,NEUQUÉN,92999,2397.0,95396,Q4
2014-01-01,4,RÍO NEGRO,95050,1210.0,96260,Q4
2014-01-01,4,SALTA,93921,26.0,93947,Q4
2014-01-01,4,SAN JUAN,51390,729.0,52119,Q4
2014-01-01,4,SAN LUIS,12788,359.0,13147,Q4
2014-01-01,4,SANTA CRUZ,25277,436.0,25713,Q4
2014-01-01,4,SANTA FE,528459,938.0,529397,Q4
2014-01-01,4,SANTIAGO DEL ESTERO,39308,9.0,39317,Q4
2014-01-01,4,TIERRA DEL FUEGO,28249,741.0,28990,Q4
2014-01-01,4,TUCUMÁN,137329,95.0,137424,Q4
2014-01-01,3,BUENOS AIRES,2835537,14028.0,2849565,Q3
2014-01-01,3,BUENOS AIRES,1307195,10630.0,1317825,Q3
2014-01-01,3,CATAMARCA,24665,21.0,24686,Q3
2014-01-01,3,CHACO,63710,36.0,63746,Q3
2014-01-01,3,CHUBUT,67130,2007.0,69137,Q3
2014-01-01,3,CÓRDOBA,585231,200.0,585431,Q3
2014-01-01,3,CORRIENTES,63516,33.0,63549,Q3
2014-01-01,3,ENTRE RÍOS,136618,115.0,136733,Q3
2014-01-01,3,FORMOSA,25873,64.0,25937,Q3
2014-01-01,3,JUJUY,33739,2.0,33741,Q3
2014-01-01,3,LA PAMPA,61861,564.0,62425,Q3
2014-01-01,3,LA RIOJA,15893,23.0,15916,Q3
2014-01-01,3,MENDOZA,166184,1740.0,167924,Q3
2014-01-01,3,MISIONES,75327,0.0,75327,Q3
2014-01-01,3,NEUQUÉN,100099,2268.0,102367,Q3
2014-01-01,3,RÍO NEGRO,96629,1151.0,97780,Q3
2014-01-01,3,SALTA,92929,25.0,92954,Q3
2014-01-01,3,SAN JUAN,51031,748.0,51779,Q3
2014-01-01,3,SAN LUIS,12683,363.0,13046,Q3
2014-01-01,3,SANTA CRUZ,25664,446.0,26110,Q3
2014-01-01,3,SANTA FE,520196,691.0,520887,Q3
2014-01-01,3,SANTIAGO DEL ESTERO,37539,9.0,37548,Q3
2014-01-01,3,TIERRA DEL FUEGO,28037,755.0,28792,Q3
2014-01-01,3,TUCUMÁN,131978,88.0,132066,Q3
2014-01-01,2,BUENOS AIRES,2750430,14116.0,2764546,Q2
2014-01-01,2,BUENOS AIRES,1299502,10713.0,1310215,Q2
2014-01-01,2,CATAMARCA,24660,23.0,24683,Q2
2014-01-01,2,CHACO,63243,36.0,63279,Q2
2014-01-01,2,CHUBUT,68503,2016.0,70519,Q2
2014-01-01,2,CÓRDOBA,576747,205.0,576952,Q2
2014-01-01,2,CORRIENTES,62925,33.0,62958,Q2
2014-01-01,2,ENTRE RÍOS,135468,115.0,135583,Q2
2014-01-01,2,FORMOSA,25535,65.0,25600,Q2
2014-01-01,2,JUJUY,34359,2.0,34361,Q2
2014-01-01,2,LA PAMPA,55048,580.0,55628,Q2
2014-01-01,2,LA RIOJA,15889,23.0,15912,Q2
2014-01-01,2,MENDOZA,165046,1761.0,166807,Q2
2014-01-01,2,MISIONES,74689,0.0,74689,Q2
2014-01-01,2,NEUQUÉN,90053,2235.0,92288,Q2
2014-01-01,2,RÍO NEGRO,94812,1145.0,95957,Q2
2014-01-01,2,SALTA,91949,25.0,91974,Q2
2014-01-01,2,SAN JUAN,50891,755.0,51646,Q2
2014-01-01,2,SAN LUIS,12691,364.0,13055,Q2
2014-01-01,2,SANTA CRUZ,26710,459.0,27169,Q2
2014-01-01,2,SANTA FE,511753,605.0,512358,Q2
2014-01-01,2,SANTIAGO DEL ESTERO,38002,9.0,38011,Q2
2014-01-01,2,TIERRA DEL FUEGO,27443,766.0,28209,Q2
2014-01-01,2,TUCUMÁN,131981,88.0,132069,Q2
2014-01-01,1,BUENOS AIRES,2725732,14144.0,2739876,Q1
2014-01-01,1,BUENOS AIRES,1289204,10714.0,1299918,Q1
2014-01-01,1,CATAMARCA,24209,23.0,24232,Q1
2014-01-01,1,CHACO,62520,36.0,62556,Q1
2014-01-01,1,CHUBUT,68205,2016.0,70221,Q1
2014-01-01,1,CÓRDOBA,566705,205.0,566910,Q1
2014-01-01,1,CORRIENTES,62203,33.0,62236,Q1
2014-01-01,1,ENTRE RÍOS,134216,115.0,134331,Q1
2014-01-01,1,FORMOSA,25335,87.0,25422,Q1
2014-01-01,1,JUJUY,33825,2.0,33827,Q1
2014-01-01,1,LA PAMPA,53601,592.0,54193,Q1
2014-01-01,1,LA RIOJA,15688,23.0,15711,Q1
2014-01-01,1,MENDOZA,164084,1761.0,165845,Q1
2014-01-01,1,MISIONES,73950,0.0,73950,Q1
2014-01-01,1,NEUQUÉN,88077,2303.0,90380,Q1
2014-01-01,1,RÍO NEGRO,93909,1157.0,95066,Q1
2014-01-01,1,SALTA,91265,25.0,91290,Q1
2014-01-01,1,SAN JUAN,50543,755.0,51298,Q1
2014-01-01,1,SAN LUIS,12193,364.0,12557,Q1
2014-01-01,1,SANTA CRUZ,26304,460.0,26764,Q1
2014-01-01,1,SANTA FE,506000,612.0,506612,Q1
2014-01-01,1,SANTIAGO DEL ESTERO,37124,9.0,37133,Q1
2014-01-01,1,TIERRA DEL FUEGO,27272,766.0,28038,Q1
2014-01-01,1,TUCUMÁN,129944,88.0,130032,Q1
2024-01-01,1,BUENOS AIRES,5038657,5900.0,5044557,Q1
2024-01-01,1,BUENOS AIRES,1502661,2050.0,1504711,Q1
2024-01-01,1,CATAMARCA,74932,1.0,74933,Q1
2024-01-01,1,CHACO,155538,5.0,155543,Q1
2024-01-01,1,CHUBUT,169819,857.0,170676,Q1
2024-01-01,1,CÓRDOBA,1082136,63.0,1082199,Q1
2024-01-01,1,CORRIENTES,157891,3.0,157894,Q1
2024-01-01,1,ENTRE RÍOS,296532,20.0,296552,Q1
2024-01-01,1,FORMOSA,62718,0.0,62718,Q1
2024-01-01,1,JUJUY,118053,0.0,118053,Q1
2024-01-01,1,LA PAMPA,122033,162.0,122195,Q1
2024-01-01,1,LA RIOJA,87778,4.0,87782,Q1
2024-01-01,1,MENDOZA,301867,730.0,302597,Q1
2024-01-01,1,MISIONES,202556,0.0,202556,Q1
2024-01-01,1,NEUQUÉN,163807,439.0,164246,Q1
2024-01-01,1,RÍO NEGRO,170504,515.0,171019,Q1
2024-01-01,1,SALTA,202856,5.0,202861,Q1
2024-01-01,1,SAN JUAN,106419,247.0,106666,Q1
2024-01-01,1,SAN LUIS,155925,165.0,156090,Q1
2024-01-01,1,SANTA CRUZ,80021,187.0,80208,Q1
2024-01-01,1,SANTA FE,918482,106.0,918588,Q1
2024-01-01,1,SANTIAGO DEL ESTERO,124360,2.0,124362,Q1
2024-01-01,1,TIERRA DEL FUEGO,61250,305.0,61555,Q1
2024-01-01,1,TUCUMÁN,264568,27.0,264595,Q1
2023-01-01,4,BUENOS AIRES,5005720,5900.0,5011620,Q4
2023-01-01,4,BUENOS AIRES,1472317,2050.0,1474367,Q4
2023-01-01,4,CATAMARCA,74586,1.0,74587,Q4
2023-01-01,4,CHACO,147381,5.0,147386,Q4
2023-01-01,4,CHUBUT,169313,857.0,170170,Q4
2023-01-01,4,CÓRDOBA,1079239,63.0,1079302,Q4
2023-01-01,4,CORRIENTES,159469,3.0,159472,Q4
2023-01-01,4,ENTRE RÍOS,298617,20.0,298637,Q4
2023-01-01,4,FORMOSA,62002,0.0,62002,Q4
2023-01-01,4,JUJUY,118020,0.0,118020,Q4
2023-01-01,4,LA PAMPA,121164,162.0,121326,Q4
2023-01-01,4,LA RIOJA,87717,4.0,87721,Q4
2023-01-01,4,MENDOZA,298621,730.0,299351,Q4
2023-01-01,4,MISIONES,200333,0.0,200333,Q4
2023-01-01,4,NEUQUÉN,164188,439.0,164627,Q4
2023-01-01,4,RÍO NEGRO,167902,515.0,168417,Q4
2023-01-01,4,SALTA,204727,5.0,204732,Q4
2023-01-01,4,SAN JUAN,102963,247.0,103210,Q4
2023-01-01,4,SAN LUIS,154520,165.0,154685,Q4
2023-01-01,4,SANTA CRUZ,86844,187.0,87031,Q4
2023-01-01,4,SANTA FE,909395,106.0,909501,Q4
2023-01-01,4,SANTIAGO DEL ESTERO,123228,2.0,123230,Q4
2023-01-01,4,TIERRA DEL FUEGO,61294,305.0,61599,Q4
2023-01-01,4,TUCUMÁN,266308,27.0,266335,Q4
2023-01-01,3,BUENOS AIRES,4962337,5900.0,4968237,Q3
2023-01-01,3,BUENOS AIRES,1465934,2050.0,1467984,Q3
2023-01-01,3,CATAMARCA,74354,1.0,74355,Q3
2023-01-01,3,CHACO,142141,5.0,142146,Q3
2023-01-01,3,CHUBUT,167211,857.0,168068,Q3
2023-01-01,3,CÓRDOBA,1069271,63.0,1069334,Q3
2023-01-01,3,CORRIENTES,159826,3.0,159829,Q3
2023-01-01,3,ENTRE RÍOS,293273,20.0,293293,Q3
2023-01-01,3,FORMOSA,61314,0.0,61314,Q3
2023-01-01,3,JUJUY,117377,0.0,117377,Q3
2023-01-01,3,LA PAMPA,119759,162.0,119921,Q3
2023-01-01,3,LA RIOJA,87697,4.0,87701,Q3
2023-01-01,3,MENDOZA,297292,730.0,298022,Q3
2023-01-01,3,MISIONES,197135,0.0,197135,Q3
2023-01-01,3,NEUQUÉN,163834,439.0,164273,Q3
2023-01-01,3,RÍO NEGRO,162970,515.0,163485,Q3
2023-01-01,3,SALTA,206228,5.0,206233,Q3
2023-01-01,3,SAN JUAN,103483,247.0,103730,Q3
2023-01-01,3,SAN LUIS,148751,165.0,148916,Q3
2023-01-01,3,SANTA CRUZ,47800,187.0,47987,Q3
2023-01-01,3,SANTA FE,900246,106.0,900352,Q3
2023-01-01,3,SANTIAGO DEL ESTERO,121926,2.0,121928,Q3
2023-01-01,3,TIERRA DEL FUEGO,58426,305.0,58731,Q3
2023-01-01,3,TUCUMÁN,266530,27.0,266557,Q3
2023-01-01,2,BUENOS AIRES,4879442,6046.0,4885488,Q2
2023-01-01,2,BUENOS AIRES,1455578,2100.0,1457678,Q2
2023-01-01,2,CATAMARCA,72989,1.0,72990,Q2
2023-01-01,2,CHACO,141850,5.0,141855,Q2
2023-01-01,2,CHUBUT,163078,883.0,163961,Q2
2023-01-01,2,CÓRDOBA,1067686,65.0,1067751,Q2
2023-01-01,2,CORRIENTES,158290,4.0,158294,Q2
2023-01-01,2,ENTRE RÍOS,273927,20.0,273947,Q2
2023-01-01,2,FORMOSA,60350,0.0,60350,Q2
2023-01-01,2,JUJUY,117442,0.0,117442,Q2
2023-01-01,2,LA PAMPA,118744,166.0,118910,Q2
2023-01-01,2,LA RIOJA,86968,4.0,86972,Q2
2023-01-01,2,MENDOZA,296921,755.0,297676,Q2
2023-01-01,2,MISIONES,195471,0.0,195471,Q2
2023-01-01,2,NEUQUÉN,161289,457.0,161746,Q2
2023-01-01,2,RÍO NEGRO,162848,531.0,163379,Q2
2023-01-01,2,SALTA,205323,5.0,205328,Q2
2023-01-01,2,SAN JUAN,97189,260.0,97449,Q2
2023-01-01,2,SAN LUIS,140575,173.0,140748,Q2
2023-01-01,2,SANTA CRUZ,48410,192.0,48602,Q2
2023-01-01,2,SANTA FE,895706,108.0,895814,Q2
2023-01-01,2,SANTIAGO DEL ESTERO,117807,2.0,117809,Q2
2023-01-01,2,TIERRA DEL FUEGO,58325,310.0,58635,Q2
2023-01-01,2,TUCUMÁN,263573,29.0,263602,Q2
2023-01-01,1,BUENOS AIRES,4814729,6199.0,4820928,Q1
2023-01-01,1,BUENOS AIRES,1546584,2145.0,1548729,Q1
2023-01-01,1,CATAMARCA,71491,1.0,71492,Q1
2023-01-01,1,CHACO,142437,5.0,142442,Q1
2023-01-01,1,CHUBUT,169149,904.0,170053,Q1
2023-01-01,1,CÓRDOBA,1049904,68.0,1049972,Q1
2023-01-01,1,CORRIENTES,157016,4.0,157020,Q1
2023-01-01,1,ENTRE RÍOS,274856,22.0,274878,Q1
2023-01-01,1,FORMOSA,60985,0.0,60985,Q1
2023-01-01,1,JUJUY,117981,0.0,117981,Q1
2023-01-01,1,LA PAMPA,116333,171.0,116504,Q1
2023-01-01,1,LA RIOJA,86401,4.0,86405,Q1
2023-01-01,1,MENDOZA,292242,777.0,293019,Q1
2023-01-01,1,MISIONES,190685,0.0,190685,Q1
2023-01-01,1,NEUQUÉN,159944,468.0,160412,Q1
2023-01-01,1,RÍO NEGRO,163783,548.0,164331,Q1
2023-01-01,1,SALTA,205421,5.0,205426,Q1
2023-01-01,1,SAN JUAN,101486,281.0,101767,Q1
2023-01-01,1,SAN LUIS,135281,182.0,135463,Q1
2023-01-01,1,SANTA CRUZ,50163,198.0,50361,Q1
2023-01-01,1,SANTA FE,886164,110.0,886274,Q1
2023-01-01,1,SANTIAGO DEL ESTERO,118553,2.0,118555,Q1
2023-01-01,1,TIERRA DEL FUEGO,56801,312.0,57113,Q1
2023-01-01,1,TUCUMÁN,261070,30.0,261100,Q1
2022-01-01,4,BUENOS AIRES,4788466,6199.0,4794665,Q4
2022-01-01,4,BUENOS AIRES,1549781,2145.0,1551926,Q4
2022-01-01,4,CATAMARCA,70908,1.0,70909,Q4
2022-01-01,4,CHACO,143658,5.0,143663,Q4
2022-01-01,4,CHUBUT,167855,904.0,168759,Q4
2022-01-01,4,CÓRDOBA,1049592,68.0,1049660,Q4
2022-01-01,4,CORRIENTES,155449,4.0,155453,Q4
2022-01-01,4,ENTRE RÍOS,270952,22.0,270974,Q4
2022-01-01,4,FORMOSA,61840,0.0,61840,Q4
2022-01-01,4,JUJUY,118218,0.0,118218,Q4
2022-01-01,4,LA PAMPA,113993,171.0,114164,Q4
2022-01-01,4,LA RIOJA,86258,4.0,86262,Q4
2022-01-01,4,MENDOZA,291327,777.0,292104,Q4
2022-01-01,4,MISIONES,186269,0.0,186269,Q4
2022-01-01,4,NEUQUÉN,159712,468.0,160180,Q4
2022-01-01,4,RÍO NEGRO,161544,548.0,162092,Q4
2022-01-01,4,SALTA,205855,5.0,205860,Q4
2022-01-01,4,SAN JUAN,103545,281.0,103826,Q4
2022-01-01,4,SAN LUIS,135028,192.0,135220,Q4
2022-01-01,4,SANTA CRUZ,50005,198.0,50203,Q4
2022-01-01,4,SANTA FE,887581,110.0,887691,Q4
2022-01-01,4,SANTIAGO DEL ESTERO,119492,2.0,119494,Q4
2022-01-01,4,TIERRA DEL FUEGO,54948,312.0,55260,Q4
2022-01-01,4,TUCUMÁN,263392,30.0,263422,Q4
2022-01-01,3,BUENOS AIRES,4715469,6199.0,4721668,Q3
2022-01-01,3,BUENOS AIRES,1545534,2145.0,1547679,Q3
2022-01-01,3,CATAMARCA,70292,1.0,70293,Q3
2022-01-01,3,CHACO,144141,5.0,144146,Q3
2022-01-01,3,CHUBUT,164874,904.0,165778,Q3
2022-01-01,3,CÓRDOBA,1038600,68.0,1038668,Q3
2022-01-01,3,CORRIENTES,144842,4.0,144846,Q3
2022-01-01,3,ENTRE RÍOS,268937,22.0,268959,Q3
2022-01-01,3,FORMOSA,68537,1.0,68538,Q3
2022-01-01,3,JUJUY,118823,0.0,118823,Q3
2022-01-01,3,LA PAMPA,115921,171.0,116092,Q3
2022-01-01,3,LA RIOJA,86860,4.0,86864,Q3
2022-01-01,3,MENDOZA,288746,777.0,289523,Q3
2022-01-01,3,MISIONES,182157,0.0,182157,Q3
2022-01-01,3,NEUQUÉN,162693,468.0,163161,Q3
2022-01-01,3,RÍO NEGRO,160010,548.0,160558,Q3
2022-01-01,3,SALTA,204536,5.0,204541,Q3
2022-01-01,3,SAN JUAN,103118,281.0,103399,Q3
2022-01-01,3,SAN LUIS,121888,182.0,122070,Q3
2022-01-01,3,SANTA CRUZ,49312,198.0,49510,Q3
2022-01-01,3,SANTA FE,887700,110.0,887810,Q3
2022-01-01,3,SANTIAGO DEL ESTERO,119030,2.0,119032,Q3
2022-01-01,3,TIERRA DEL FUEGO,53584,312.0,53896,Q3
2022-01-01,3,TUCUMÁN,263087,30.0,263117,Q3
2022-01-01,2,BUENOS AIRES,4660984,6199.0,4667183,Q2
2022-01-01,2,BUENOS AIRES,1534626,2145.0,1536771,Q2
2022-01-01,2,CATAMARCA,67007,1.0,67008,Q2
2022-01-01,2,CHACO,143559,5.0,143564,Q2
2022-01-01,2,CHUBUT,161901,904.0,162805,Q2
2022-01-01,2,CÓRDOBA,1026367,68.0,1026435,Q2
2022-01-01,2,CORRIENTES,144993,4.0,144997,Q2
2022-01-01,2,ENTRE RÍOS,269330,22.0,269352,Q2
2022-01-01,2,FORMOSA,67881,0.0,67881,Q2
2022-01-01,2,JUJUY,115314,0.0,115314,Q2
2022-01-01,2,LA PAMPA,111356,171.0,111527,Q2
2022-01-01,2,LA RIOJA,86026,4.0,86030,Q2
2022-01-01,2,MENDOZA,278785,777.0,279562,Q2
2022-01-01,2,MISIONES,178813,0.0,178813,Q2
2022-01-01,2,NEUQUÉN,161500,468.0,161968,Q2
2022-01-01,2,RÍO NEGRO,159216,548.0,159764,Q2
