Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total,Trimestre_Label
2018-01-01,1,CORRIENTES,94406,11.0,94417,Q1
2018-01-01,1,ENTRE RÍOS,197346,48.0,197394,Q1
2018-01-01,1,FORMOSA,32328,0.0,32328,Q1
2018-01-01,1,JUJUY,44405,1.0,44406,Q1
2018-01-01,1,LA PAMPA,82668,396.0,83064,Q1
2018-01-01,1,LA RIOJA,52228,17.0,52245,Q1
2018-01-01,1,MENDOZA,199463,1484.0,200947,Q1
2018-01-01,1,MISIONES,103580,0.0,103580,Q1
2018-01-01,1,NEUQUÉN,115897,2006.0,117903,Q1
2018-01-01,1,RÍO NEGRO,110057,1062.0,111119,Q1
2018-01-01,1,SALTA,133182,1.0,133183,Q1
2018-01-01,1,SAN JUAN,62610,658.0,63268,Q1
2018-01-01,1,SAN LUIS,21096,300.0,21396,Q1
2018-01-01,1,SANTA CRUZ,33970,435.0,34405,Q1
2018-01-01,1,SANTA FE,679717,309.0,680026,Q1
2018-01-01,1,SANTIAGO DEL ESTERO,82916,2.0,82918,Q1
2018-01-01,1,TIERRA DEL FUEGO,31106,508.0,31614,Q1
2018-01-01,1,TUCUMÁN,168026,31.0,168057,Q1
2017-01-01,4,BUENOS AIRES,3171206,10690.0,3181896,Q4
2017-01-01,4,BUENOS AIRES,1575418,6906.0,1582324,Q4
2017-01-01,4,CATAMARCA,29548,10.0,29558,Q4
2017-01-01,4,CHACO,96603,12.0,96615,Q4
2017-01-01,4,CHUBUT,91012,2428.0,93440,Q4
2017-01-01,4,CÓRDOBA,709874,105.0,709979,Q4
2017-01-01,4,CORRIENTES,93760,11.0,93771,Q4
2017-01-01,4,ENTRE RÍOS,193654,49.0,193703,Q4
2017-01-01,4,FORMOSA,32056,0.0,32056,Q4
2017-01-01,4,JUJUY,43551,1.0,43552,Q4
2017-01-01,4,LA PAMPA,81675,396.0,82071,Q4
2017-01-01,4,LA RIOJA,52177,17.0,52194,Q4
2017-01-01,4,MENDOZA,178661,1490.0,180151,Q4
2017-01-01,4,MISIONES,103895,0.0,103895,Q4
2017-01-01,4,NEUQUÉN,114965,2006.0,116971,Q4
2017-01-01,4,RÍO NEGRO,108702,1062.0,109764,Q4
2017-01-01,4,SALTA,132811,1.0,132812,Q4
2017-01-01,4,SAN JUAN,57965,659.0,58624,Q4
2017-01-01,4,SAN LUIS,14604,300.0,14904,Q4
2017-01-01,4,SANTA CRUZ,29018,434.0,29452,Q4
2017-01-01,4,SANTA FE,672137,323.0,672460,Q4
2017-01-01,4,SANTIAGO DEL ESTERO,68842,2.0,68844,Q4
2017-01-01,4,TIERRA DEL FUEGO,28346,508.0,28854,Q4
2017-01-01,4,TUCUMÁN,162298,34.0,162332,Q4
2017-01-01,3,BUENOS AIRES,3046758,11202.0,3057960,Q3
2017-01-01,3,BUENOS AIRES,1563289,7070.0,1570359,Q3
2017-01-01,3,CATAMARCA,33467,11.0,33478,Q3
2017-01-01,3,CHACO,93747,12.0,93759,Q3
2017-01-01,3,CHUBUT,81067,2477.0,83544,Q3
2017-01-01,3,CÓRDOBA,696536,108.0,696644,Q3
2017-01-01,3,CORRIENTES,92536,12.0,92548,Q3
2017-01-01,3,ENTRE RÍOS,185414,50.0,185464,Q3
2017-01-01,3,FORMOSA,32105,0.0,32105,Q3
2017-01-01,3,JUJUY,43241,1.0,43242,Q3
2017-01-01,3,LA PAMPA,79280,410.0,79690,Q3
2017-01-01,3,LA RIOJA,51896,17.0,51913,Q3
2017-01-01,3,MENDOZA,190958,1533.0,192491,Q3
2017-01-01,3,MISIONES,100476,0.0,100476,Q3
2017-01-01,3,NEUQUÉN,113755,2029.0,115784,Q3
2017-01-01,3,RÍO NEGRO,106393,1103.0,107496,Q3
2017-01-01,3,SALTA,132517,1.0,132518,Q3
2017-01-01,3,SAN JUAN,61789,660.0,62449,Q3
2017-01-01,3,SAN LUIS,21408,311.0,21719,Q3
2017-01-01,3,SANTA CRUZ,33222,468.0,33690,Q3
2017-01-01,3,SANTA FE,662086,256.0,662342,Q3
2017-01-01,3,SANTIAGO DEL ESTERO,82792,2.0,82794,Q3
2017-01-01,3,TIERRA DEL FUEGO,30883,583.0,31466,Q3
2017-01-01,3,TUCUMÁN,160979,33.0,161012,Q3
2017-01-01,2,BUENOS AIRES,3067430,11201.0,3078631,Q2
2017-01-01,2,BUENOS AIRES,1592175,8016.0,1600191,Q2
2017-01-01,2,CATAMARCA,26692,13.0,26705,Q2
2017-01-01,2,CHACO,90597,14.0,90611,Q2
2017-01-01,2,CHUBUT,62245,1730.0,63975,Q2
2017-01-01,2,CÓRDOBA,657505,133.0,657638,Q2
2017-01-01,2,CORRIENTES,90085,12.0,90097,Q2
2017-01-01,2,ENTRE RÍOS,182675,57.0,182732,Q2
2017-01-01,2,FORMOSA,29956,0.0,29956,Q2
2017-01-01,2,JUJUY,42656,1.0,42657,Q2
2017-01-01,2,LA PAMPA,72573,449.0,73022,Q2
2017-01-01,2,LA RIOJA,16271,18.0,16289,Q2
2017-01-01,2,MENDOZA,169302,1451.0,170753,Q2
2017-01-01,2,MISIONES,99794,0.0,99794,Q2
2017-01-01,2,NEUQUÉN,115321,2112.0,117433,Q2
2017-01-01,2,RÍO NEGRO,100621,998.0,101619,Q2
2017-01-01,2,SALTA,108540,1.0,108541,Q2
2017-01-01,2,SAN JUAN,51261,620.0,51881,Q2
2017-01-01,2,SAN LUIS,12992,315.0,13307,Q2
2017-01-01,2,SANTA CRUZ,26019,369.0,26388,Q2
2017-01-01,2,SANTA FE,566918,362.0,567280,Q2
2017-01-01,2,SANTIAGO DEL ESTERO,33194,2.0,33196,Q2
2017-01-01,2,TIERRA DEL FUEGO,31938,619.0,32557,Q2
2017-01-01,2,TUCUMÁN,154374,37.0,154411,Q2
2017-01-01,1,BUENOS AIRES,3178174,11202.0,3189376,Q1
2017-01-01,1,BUENOS AIRES,1391030,8016.0,1399046,Q1
2017-01-01,1,CATAMARCA,26304,13.0,26317,Q1
2017-01-01,1,CHACO,89036,14.0,89050,Q1
2017-01-01,1,CHUBUT,62166,1730.0,63896,Q1
2017-01-01,1,CÓRDOBA,641066,133.0,641199,Q1
2017-01-01,1,CORRIENTES,88596,12.0,88608,Q1
2017-01-01,1,ENTRE RÍOS,180296,57.0,180353,Q1
2017-01-01,1,FORMOSA,29705,0.0,29705,Q1
2017-01-01,1,JUJUY,43202,1.0,43203,Q1
2017-01-01,1,LA PAMPA,71458,455.0,71913,Q1
2017-01-01,1,LA RIOJA,16207,18.0,16225,Q1
2017-01-01,1,MENDOZA,169282,1451.0,170733,Q1
2017-01-01,1,MISIONES,97619,0.0,97619,Q1
2017-01-01,1,NEUQUÉN,113227,2112.0,115339,Q1
2017-01-01,1,RÍO NEGRO,100288,1000.0,101288,Q1
2017-01-01,1,SALTA,107632,1.0,107633,Q1
2017-01-01,1,SAN JUAN,51253,620.0,51873,Q1
2017-01-01,1,SAN LUIS,12992,315.0,13307,Q1
2017-01-01,1,SANTA CRUZ,26116,370.0,26486,Q1
2017-01-01,1,SANTA FE,562520,362.0,562882,Q1
2017-01-01,1,SANTIAGO DEL ESTERO,34473,2.0,34475,Q1
2017-01-01,1,TIERRA DEL FUEGO,31938,619.0,32557,Q1
2017-01-01,1,TUCUMÁN,152734,37.0,152771,Q1
2016-01-01,4,BUENOS AIRES,3131499,11202.0,3142701,Q4
2016-01-01,4,BUENOS AIRES,1393443,8016.0,1401459,Q4
2016-01-01,4,CATAMARCA,27021,13.0,27034,Q4
2016-01-01,4,CHACO,88833,14.0,88847,Q4
2016-01-01,4,CHUBUT,62035,1730.0,63765,Q4
2016-01-01,4,CÓRDOBA,636422,133.0,636555,Q4
2016-01-01,4,CORRIENTES,88084,12.0,88096,Q4
2016-01-01,4,ENTRE RÍOS,180188,57.0,180245,Q4
2016-01-01,4,FORMOSA,29513,0.0,29513,Q4
2016-01-01,4,JUJUY,42624,1.0,42625,Q4
2016-01-01,4,LA PAMPA,71368,460.0,71828,Q4
2016-01-01,4,LA RIOJA,16298,18.0,16316,Q4
2016-01-01,4,MENDOZA,169274,1451.0,170725,Q4
2016-01-01,4,MISIONES,97390,0.0,97390,Q4
2016-01-01,4,NEUQUÉN,111723,2112.0,113835,Q4
2016-01-01,4,RÍO NEGRO,100020,1000.0,101020,Q4
2016-01-01,4,SALTA,106934,1.0,106935,Q4
2016-01-01,4,SAN JUAN,51301,620.0,51921,Q4
2016-01-01,4,SAN LUIS,12992,315.0,13307,Q4
2016-01-01,4,SANTA CRUZ,26094,370.0,26464,Q4
2016-01-01,4,SANTA FE,561470,362.0,561832,Q4
2016-01-01,4,SANTIAGO DEL ESTERO,35049,2.0,35051,Q4
2016-01-01,4,TIERRA DEL FUEGO,31938,619.0,32557,Q4
2016-01-01,4,TUCUMÁN,151615,37.0,151652,Q4
2016-01-01,3,BUENOS AIRES,3075387,11205.0,3086592,Q3
2016-01-01,3,BUENOS AIRES,1395053,8051.0,1403104,Q3
2016-01-01,3,CATAMARCA,26957,13.0,26970,Q3
2016-01-01,3,CHACO,89216,14.0,89230,Q3
2016-01-01,3,CHUBUT,62222,1730.0,63952,Q3
2016-01-01,3,CÓRDOBA,642458,133.0,642591,Q3
2016-01-01,3,CORRIENTES,88328,12.0,88340,Q3
2016-01-01,3,ENTRE RÍOS,181092,57.0,181149,Q3
2016-01-01,3,FORMOSA,27716,0.0,27716,Q3
2016-01-01,3,JUJUY,42537,1.0,42538,Q3
2016-01-01,3,LA PAMPA,69903,461.0,70364,Q3
2016-01-01,3,LA RIOJA,16912,18.0,16930,Q3
2016-01-01,3,MENDOZA,169174,1450.0,170624,Q3
2016-01-01,3,MISIONES,97997,0.0,97997,Q3
2016-01-01,3,NEUQUÉN,110491,2112.0,112603,Q3
2016-01-01,3,RÍO NEGRO,100024,1002.0,101026,Q3
2016-01-01,3,SALTA,107790,1.0,107791,Q3
2016-01-01,3,SAN JUAN,51348,620.0,51968,Q3
2016-01-01,3,SAN LUIS,12978,315.0,13293,Q3
2016-01-01,3,SANTA CRUZ,25886,371.0,26257,Q3
2016-01-01,3,SANTA FE,566625,386.0,567011,Q3
2016-01-01,3,SANTIAGO DEL ESTERO,35658,2.0,35660,Q3
2016-01-01,3,TIERRA DEL FUEGO,31306,619.0,31925,Q3
2016-01-01,3,TUCUMÁN,151282,37.0,151319,Q3
2016-01-01,2,BUENOS AIRES,3032776,12515.0,3045291,Q2
2016-01-01,2,BUENOS AIRES,1384824,9760.0,1394584,Q2
2016-01-01,2,CATAMARCA,26543,13.0,26556,Q2
2016-01-01,2,CHACO,88235,16.0,88251,Q2
2016-01-01,2,CHUBUT,62116,1740.0,63856,Q2
2016-01-01,2,CÓRDOBA,634680,234.0,634914,Q2
2016-01-01,2,CORRIENTES,86932,24.0,86956,Q2
2016-01-01,2,ENTRE RÍOS,178194,179.0,178373,Q2
2016-01-01,2,FORMOSA,28801,1.0,28802,Q2
2016-01-01,2,JUJUY,41187,2.0,41189,Q2
2016-01-01,2,LA PAMPA,68403,485.0,68888,Q2
2016-01-01,2,LA RIOJA,16718,18.0,16736,Q2
2016-01-01,2,MENDOZA,169274,1550.0,170824,Q2
2016-01-01,2,MISIONES,95808,7.0,95815,Q2
2016-01-01,2,NEUQUÉN,108224,2291.0,110515,Q2
2016-01-01,2,RÍO NEGRO,99631,1073.0,100704,Q2
2016-01-01,2,SALTA,104929,3.0,104932,Q2
2016-01-01,2,SAN JUAN,51392,621.0,52013,Q2
2016-01-01,2,SAN LUIS,12939,317.0,13256,Q2
2016-01-01,2,SANTA CRUZ,25797,356.0,26153,Q2
2016-01-01,2,SANTA FE,563867,607.0,564474,Q2
2016-01-01,2,SANTIAGO DEL ESTERO,36958,3.0,36961,Q2
2016-01-01,2,TIERRA DEL FUEGO,30740,619.0,31359,Q2
2016-01-01,2,TUCUMÁN,148636,41.0,148677,Q2
2016-01-01,1,BUENOS AIRES,2929903,12612.0,2942515,Q1
2016-01-01,1,BUENOS AIRES,1328079,9817.0,1337896,Q1
2016-01-01,1,CATAMARCA,26376,13.0,26389,Q1
2016-01-01,1,CHACO,86635,16.0,86651,Q1
2016-01-01,1,CHUBUT,62060,1740.0,63800,Q1
2016-01-01,1,CÓRDOBA,609692,234.0,609926,Q1
2016-01-01,1,CORRIENTES,85510,26.0,85536,Q1
2016-01-01,1,ENTRE RÍOS,174634,179.0,174813,Q1
2016-01-01,1,FORMOSA,28313,1.0,28314,Q1
2016-01-01,1,JUJUY,40287,2.0,40289,Q1
2016-01-01,1,LA PAMPA,65442,487.0,65929,Q1
2016-01-01,1,LA RIOJA,16673,18.0,16691,Q1
2016-01-01,1,MENDOZA,169257,1553.0,170810,Q1
2016-01-01,1,MISIONES,92951,7.0,92958,Q1
2016-01-01,1,NEUQUÉN,101969,2292.0,104261,Q1
2016-01-01,1,RÍO NEGRO,98745,1077.0,99822,Q1
2016-01-01,1,SALTA,102423,3.0,102426,Q1
2016-01-01,1,SAN JUAN,51373,621.0,51994,Q1
2016-01-01,1,SAN LUIS,12915,317.0,13232,Q1
2016-01-01,1,SANTA CRUZ,25931,356.0,26287,Q1
2016-01-01,1,SANTA FE,551378,618.0,551996,Q1
2016-01-01,1,SANTIAGO DEL ESTERO,37695,3.0,37698,Q1
2016-01-01,1,TIERRA DEL FUEGO,29867,619.0,30486,Q1
2016-01-01,1,TUCUMÁN,146596,41.0,146637,Q1
2015-01-01,4,BUENOS AIRES,2946743,12642.0,2959385,Q4
2015-01-01,4,BUENOS AIRES,1360381,9845.0,1370226,Q4
2015-01-01,4,CATAMARCA,26459,13.0,26472,Q4
2015-01-01,4,CHACO,86537,16.0,86553,Q4
2015-01-01,4,CHUBUT,62279,1740.0,64019,Q4
2015-01-01,4,CÓRDOBA,625835,235.0,626070,Q4
2015-01-01,4,CORRIENTES,85409,26.0,85435,Q4
2015-01-01,4,ENTRE RÍOS,173957,180.0,174137,Q4
2015-01-01,4,FORMOSA,28088,1.0,28089,Q4
2015-01-01,4,JUJUY,39922,2.0,39924,Q4
2015-01-01,4,LA PAMPA,66054,312.0,66366,Q4
2015-01-01,4,LA RIOJA,16914,18.0,16932,Q4
2015-01-01,4,MENDOZA,169251,1556.0,170807,Q4
2015-01-01,4,MISIONES,92846,7.0,92853,Q4
2015-01-01,4,NEUQUÉN,105122,2294.0,107416,Q4
2015-01-01,4,RÍO NEGRO,98655,1067.0,99722,Q4
2015-01-01,4,SALTA,101917,3.0,101920,Q4
2015-01-01,4,SAN JUAN,51408,621.0,52029,Q4
2015-01-01,4,SAN LUIS,12901,317.0,13218,Q4
2015-01-01,4,SANTA CRUZ,26047,356.0,26403,Q4
2015-01-01,4,SANTA FE,561045,627.0,561672,Q4
2015-01-01,4,SANTIAGO DEL ESTERO,39132,3.0,39135,Q4
2015-01-01,4,TIERRA DEL FUEGO,29334,619.0,29953,Q4
2015-01-01,4,TUCUMÁN,146053,42.0,146095,Q4
2015-01-01,3,BUENOS AIRES,2916070,12695.0,2928765,Q3
2015-01-01,3,BUENOS AIRES,1362193,9875.0,1372068,Q3
2015-01-01,3,CATAMARCA,26080,13.0,26093,Q3
2015-01-01,3,CHACO,85354,16.0,85370,Q3
2015-01-01,3,CHUBUT,62143,1740.0,63883,Q3
2015-01-01,3,CÓRDOBA,622761,237.0,622998,Q3
2015-01-01,3,CORRIENTES,84931,28.0,84959,Q3
2015-01-01,3,ENTRE RÍOS,172252,182.0,172434,Q3
2015-01-01,3,FORMOSA,27751,1.0,27752,Q3
2015-01-01,3,JUJUY,39548,2.0,39550,Q3
2015-01-01,3,LA PAMPA,64976,495.0,65471,Q3
2015-01-01,3,LA RIOJA,16753,18.0,16771,Q3
2015-01-01,3,MENDOZA,169261,1562.0,170823,Q3
2015-01-01,3,MISIONES,91615,7.0,91622,Q3
2015-01-01,3,NEUQUÉN,98376,2240.0,100616,Q3
2015-01-01,3,RÍO NEGRO,98529,1085.0,99614,Q3
2015-01-01,3,SALTA,100570,3.0,100573,Q3
2015-01-01,3,SAN JUAN,51409,621.0,52030,Q3
2015-01-01,3,SAN LUIS,12902,317.0,13219,Q3
2015-01-01,3,SANTA CRUZ,25912,359.0,26271,Q3
2015-01-01,3,SANTA FE,556097,641.0,556738,Q3
2015-01-01,3,SANTIAGO DEL ESTERO,39394,3.0,39397,Q3
2015-01-01,3,TIERRA DEL FUEGO,33118,619.0,33737,Q3
2015-01-01,3,TUCUMÁN,144272,42.0,144314,Q3
2015-01-01,2,BUENOS AIRES,2871079,12711.0,2883790,Q2
2015-01-01,2,BUENOS AIRES,1336391,9893.0,1346284,Q2
2015-01-01,2,CATAMARCA,25666,13.0,25679,Q2
2015-01-01,2,CHACO,83832,16.0,83848,Q2
2015-01-01,2,CHUBUT,61745,1740.0,63485,Q2
2015-01-01,2,CÓRDOBA,609510,236.0,609746,Q2
2015-01-01,2,CORRIENTES,83288,28.0,83316,Q2
2015-01-01,2,ENTRE RÍOS,169309,183.0,169492,Q2
2015-01-01,2,FORMOSA,27013,37.0,27050,Q2
2015-01-01,2,JUJUY,37720,2.0,37722,Q2
2015-01-01,2,LA PAMPA,63552,500.0,64052,Q2
2015-01-01,2,LA RIOJA,16491,18.0,16509,Q2
2015-01-01,2,MENDOZA,169259,1564.0,170823,Q2
2015-01-01,2,MISIONES,88512,7.0,88519,Q2
2015-01-01,2,NEUQUÉN,95644,2241.0,97885,Q2
2015-01-01,2,RÍO NEGRO,97640,1087.0,98727,Q2
2015-01-01,2,SALTA,98264,3.0,98267,Q2
2015-01-01,2,SAN JUAN,51367,621.0,51988,Q2
2015-01-01,2,SAN LUIS,12904,317.0,13221,Q2
2015-01-01,2,SANTA CRUZ,25384,379.0,25763,Q2
2015-01-01,2,SANTA FE,545739,649.0,546388,Q2
2015-01-01,2,SANTIAGO DEL ESTERO,39375,3.0,39378,Q2
2015-01-01,2,TIERRA DEL FUEGO,32960,619.0,33579,Q2
2015-01-01,2,TUCUMÁN,140635,42.0,140677,Q2
2015-01-01,1,BUENOS AIRES,2847076,14766.0,2861842,Q1
2015-01-01,1,BUENOS AIRES,1321139,11582.0,1332721,Q1
2015-01-01,1,CATAMARCA,25312,20.0,25332,Q1
2015-01-01,1,CHACO,81329,31.0,81360,Q1
2015-01-01,1,CHUBUT,63327,1946.0,65273,Q1
2015-01-01,1,CÓRDOBA,596663,294.0,596957,Q1
2015-01-01,1,CORRIENTES,81488,43.0,81531,Q1
2015-01-01,1,ENTRE RÍOS,165839,231.0,166070,Q1
2015-01-01,1,FORMOSA,26657,43.0,26700,Q1
2015-01-01,1,JUJUY,36608,3.0,36611,Q1
2015-01-01,1,LA PAMPA,62155,542.0,62697,Q1
2015-01-01,1,LA RIOJA,16310,23.0,16333,Q1
2015-01-01,1,MENDOZA,168355,1805.0,170160,Q1
2015-01-01,1,MISIONES,85139,7.0,85146,Q1
2015-01-01,1,NEUQUÉN,93373,2369.0,95742,Q1
2015-01-01,1,RÍO NEGRO,96145,1188.0,97333,Q1
2015-01-01,1,SALTA,96793,18.0,96811,Q1
2015-01-01,1,SAN JUAN,51117,702.0,51819,Q1
2015-01-01,1,SAN LUIS,12878,354.0,13232,Q1
2015-01-01,1,SANTA CRUZ,26217,424.0,26641,Q1
2015-01-01,1,SANTA FE,535640,797.0,536437,Q1
2015-01-01,1,SANTIAGO DEL ESTERO,39244,8.0,39252,Q1
2015-01-01,1,TIERRA DEL FUEGO,32726,730.0,33456,Q1
2015-01-01,1,TUCUMÁN,138184,92.0,138276,Q1
2014-01-01,4,BUENOS AIRES,2801178,15229.0,2816407,Q4
2014-01-01,4,BUENOS AIRES,1318526,11994.0,1330520,Q4
2014-01-01,4,CATAMARCA,25472,21.0,25493,Q4
2014-01-01,4,CHACO,65998,37.0,66035,Q4
2014-01-01,4,CHUBUT,66557,1985.0,68542,Q4
2014-01-01,4,CÓRDOBA,590113,319.0,590432,Q4
2014-01-01,4,CORRIENTES,65656,54.0,65710,Q4
2014-01-01,4,ENTRE RÍOS,140567,246.0,140813,Q4
2014-01-01,4,FORMOSA,26156,51.0,26207,Q4
2014-01-01,4,JUJUY,35999,3.0,36002,Q4
2014-01-01,4,LA PAMPA,56813,567.0,57380,Q4
2014-01-01,4,LA RIOJA,16379,23.0,16402,Q4
2014-01-01,4,MENDOZA,167766,1848.0,169614,Q4
2014-01-01,4,MISIONES,77222,7.0,77229,Q4
2014-01-01,4,NEUQUÉN,92999,2397.0,95396,Q4
2014-01-01,4,RÍO NEGRO,95050,1210.0,96260,Q4
2014-01-01,4,SALTA,93921,26.0,93947,Q4
2014-01-01,4,SAN JUAN,51390,729.0,52119,Q4
2014-01-01,4,SAN LUIS,12788,359.0,13147,Q4
2014-01-01,4,SANTA CRUZ,25277,436.0,25713,Q4
2014-01-01,4,SANTA FE,528459,938.0,529397,Q4
2014-01-01,4,SANTIAGO DEL ESTERO,39308,9.0,39317,Q4
2014-01-01,4,TIERRA DEL FUEGO,28249,741.0,28990,Q4
2014-01-01,4,TUCUMÁN,137329,95.0,137424,Q4
2014-01-01,3,BUENOS AIRES,2835537,14028.0,2849565,Q3
2014-01-01,3,BUENOS AIRES,1307195,10630.0,1317825,Q3
2014-01-01,3,CATAMARCA,24665,21.0,24686,Q3
2014-01-01,3,CHACO,63710,36.0,63746,Q3
2014-01-01,3,CHUBUT,67130,2007.0,69137,Q3
2014-01-01,3,CÓRDOBA,585231,200.0,585431,Q3
2014-01-01,3,CORRIENTES,63516,33.0,63549,Q3
2014-01-01,3,ENTRE RÍOS,136618,115.0,136733,Q3
2014-01-01,3,FORMOSA,25873,64.0,25937,Q3
2014-01-01,3,JUJUY,33739,2.0,33741,Q3
2014-01-01,3,LA PAMPA,61861,564.0,62425,Q3
2014-01-01,3,LA RIOJA,15893,23.0,15916,Q3
2014-01-01,3,MENDOZA,166184,1740.0,167924,Q3
2014-01-01,3,MISIONES,75327,0.0,75327,Q3
2014-01-01,3,NEUQUÉN,100099,2268.0,102367,Q3
2014-01-01,3,RÍO NEGRO,96629,1151.0,97780,Q3
2014-01-01,3,SALTA,92929,25.0,92954,Q3
2014-01-01,3,SAN JUAN,51031,748.0,51779,Q3
2014-01-01,3,SAN LUIS,12683,363.0,13046,Q3
2014-01-01,3,SANTA CRUZ,25664,446.0,26110,Q3
2014-01-01,3,SANTA FE,520196,691.0,520887,Q3
2014-01-01,3,SANTIAGO DEL ESTERO,37539,9.0,37548,Q3
2014-01-01,3,TIERRA DEL FUEGO,28037,755.0,28792,Q3
2014-01-01,3,TUCUMÁN,131978,88.0,132066,Q3
2014-01-01,2,BUENOS AIRES,2750430,14116.0,2764546,Q2
2014-01-01,2,BUENOS AIRES,1299502,10713.0,1310215,Q2
2014-01-01,2,CATAMARCA,24660,23.0,24683,Q2
2014-01-01,2,CHACO,63243,36.0,63279,Q2
2014-01-01,2,CHUBUT,68503,2016.0,70519,Q2
2014-01-01,2,CÓRDOBA,576747,205.0,576952,Q2
2014-01-01,2,CORRIENTES,62925,33.0,62958,Q2
2014-01-01,2,ENTRE RÍOS,135468,115.0,135583,Q2
2014-01-01,2,FORMOSA,25535,65.0,25600,Q2
2014-01-01,2,JUJUY,34359,2.0,34361,Q2
2014-01-01,2,LA PAMPA,55048,580.0,55628,Q2
2014-01-01,2,LA RIOJA,15889,23.0,15912,Q2
2014-01-01,2,MENDOZA,165046,1761.0,166807,Q2
2014-01-01,2,MISIONES,74689,0.0,74689,Q2
2014-01-01,2,NEUQUÉN,90053,2235.0,92288,Q2
2014-01-01,2,RÍO NEGRO,94812,1145.0,95957,Q2
2014-01-01,2,SALTA,91949,25.0,91974,Q2
2014-01-01,2,SAN JUAN,50891,755.0,51646,Q2
2014-01-01,2,SAN LUIS,12691,364.0,13055,Q2
2014-01-01,2,SANTA CRUZ,26710,459.0,27169,Q2
2014-01-01,2,SANTA FE,511753,605.0,512358,Q2
2014-01-01,2,SANTIAGO DEL ESTERO,38002,9.0,38011,Q2
2014-01-01,2,TIERRA DEL FUEGO,27443,766.0,28209,Q2
2014-01-01,2,TUCUMÁN,131981,88.0,132069,Q2
2014-01-01,1,BUENOS AIRES,2725732,14144.0,2739876,Q1
2014-01-01,1,BUENOS AIRES,1289204,10714.0,1299918,Q1
2014-01-01,1,CATAMARCA,24209,23.0,24232,Q1
2014-01-01,1,CHACO,62520,36.0,62556,Q1
2014-01-01,1,CHUBUT,68205,2016.0,70221,Q1
2014-01-01,1,CÓRDOBA,566705,205.0,566910,Q1
2014-01-01,1,CORRIENTES,62203,33.0,62236,Q1
2014-01-01,1,ENTRE RÍOS,134216,115.0,134331,Q1
2014-01-01,1,FORMOSA,25335,87.0,25422,Q1
2014-01-01,1,JUJUY,33825,2.0,33827,Q1
2014-01-01,1,LA PAMPA,53601,592.0,54193,Q1
2014-01-01,1,LA RIOJA,15688,23.0,15711,Q1
2014-01-01,1,MENDOZA,164084,1761.0,165845,Q1
2014-01-01,1,MISIONES,73950,0.0,73950,Q1
2014-01-01,1,NEUQUÉN,88077,2303.0,90380,Q1
2014-01-01,1,RÍO NEGRO,93909,1157.0,95066,Q1
2014-01-01,1,SALTA,91265,25.0,91290,Q1
2014-01-01,1,SAN JUAN,50543,755.0,51298,Q1
2014-01-01,1,SAN LUIS,12193,364.0,12557,Q1
2014-01-01,1,SANTA CRUZ,26304,460.0,26764,Q1
2014-01-01,1,SANTA FE,506000,612.0,506612,Q1
2014-01-01,1,SANTIAGO DEL ESTERO,37124,9.0,37133,Q1
2014-01-01,1,TIERRA DEL FUEGO,27272,766.0,28038,Q1
2014-01-01,1,TUCUMÁN,129944,88.0,130032,Q1
